StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
0	3	GO:0005574	DNA	DNA	SYN
0	11	GO:0003677	DNA binding	DNA BINDING	PREF
4	11	GO:0005488	binding	BINDING	PREF
132	135	GO:0005574	DNA	DNA	SYN
132	147	GO:0006260	DNA replication	DNA REPLICATION	PREF
225	241	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
301	304	GO:0005574	DNA	DNA	SYN
930	933	GO:0005574	DNA	DNA	SYN
1054	1057	GO:0005574	DNA	DNA	SYN
1092	1111	GO:0000732	Strand displacement	STRAND DISPLACEMENT	PREF
1540	1543	GO:0005574	DNA	DNA	SYN
1707	1714	GO:0005488	binding	BINDING	PREF
1696	1714	GO:0000166	nucleotide binding	NUCLEOTIDE BINDING	PREF
1716	1719	GO:0005574	DNA	DNA	SYN
1716	1727	GO:0003677	DNA binding	DNA BINDING	PREF
1720	1727	GO:0005488	binding	BINDING	PREF
1732	1746	GO:0006200	ATP hydrolysis	ATP HYDROLYSIS	SYN
1783	1786	GO:0005574	DNA	DNA	SYN
1946	1949	GO:0005574	DNA	DNA	SYN
2255	2258	GO:0005574	DNA	DNA	SYN
2397	2413	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
2453	2456	GO:0005574	DNA	DNA	SYN
2453	2474	GO:0003678	DNA helicase activity	DNA HELICASE ACTIVITY	PREF
2457	2474	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
2559	2576	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
2613	2630	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
2638	2654	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
2759	2768	GO:0000785	Chromatin	CHROMATIN	PREF
2932	2935	GO:0005574	DNA	DNA	SYN
3140	3143	GO:0005574	DNA	DNA	SYN
3180	3183	GO:0005574	DNA	DNA	SYN
3405	3419	GO:0006200	ATP hydrolysis	ATP HYDROLYSIS	SYN
3499	3502	GO:0005574	DNA	DNA	SYN
3880	3883	GO:0005574	DNA	DNA	SYN
3880	3891	GO:0003677	DNA binding	DNA BINDING	PREF
3884	3891	GO:0005488	binding	BINDING	PREF
4072	4075	GO:0005574	DNA	DNA	SYN
4286	4289	GO:0005574	DNA	DNA	SYN
4684	4693	GO:0003887	Sequenase	SEQUENASE	SYN
4779	4782	GO:0005574	DNA	DNA	SYN
4810	4817	GO:0004530	DNase I	DNASE I	SYN
4826	4841	GO:0003887	Klenow fragment	KLENOW FRAGMENT	SYN
4909	4917	GO:0019815	antibody	ANTIBODY	SYN
4909	4917	GO:0042571	antibody	ANTIBODY	SYN
4909	4917	GO:0003823	antibody	ANTIBODY	SYN
4961	4975	GO:0016887	SV40 T-antigen	SV40 T-ANTIGEN	SYN
5060	5067	GO:0003675	protein	PROTEIN	SYN
5345	5361	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
5576	5580	GO:0005623	CELL	CELL	PREF
5927	5930	GO:0005574	DNA	DNA	SYN
6012	6015	GO:0005574	DNA	DNA	SYN
6186	6189	GO:0005574	DNA	DNA	SYN
6321	6324	GO:0005574	DNA	DNA	SYN
7499	7502	GO:0005574	DNA	DNA	SYN
7568	7571	GO:0005574	DNA	DNA	SYN
7722	7725	GO:0005574	DNA	DNA	SYN
7727	7730	GO:0005574	DNA	DNA	SYN
7758	7767	GO:0003887	Sequenase	SEQUENASE	SYN
8020	8036	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
8173	8183	GO:0004175	proteinase	PROTEINASE	SYN
8644	8647	GO:0005574	DNA	DNA	SYN
9179	9182	GO:0005574	DNA	DNA	SYN
9472	9482	GO:0004175	proteinase	PROTEINASE	SYN
9963	9970	GO:0004530	DNase I	DNASE I	SYN
10072	10079	GO:0004530	DNase I	DNASE I	SYN
10202	10205	GO:0005562	RNA	RNA	SYN
10244	10251	GO:0005488	binding	BINDING	PREF
10768	10771	GO:0005574	DNA	DNA	SYN
10915	10931	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
10977	10980	GO:0005574	DNA	DNA	SYN
11017	11020	GO:0005574	DNA	DNA	SYN
11170	11177	GO:0005488	binding	BINDING	PREF
11336	11343	GO:0005488	binding	BINDING	PREF
11357	11360	GO:0005574	DNA	DNA	SYN
11428	11435	GO:0004530	DNase I	DNASE I	SYN
11636	11643	GO:0004530	DNase I	DNASE I	SYN
11663	11666	GO:0005574	DNA	DNA	SYN
12003	12006	GO:0005574	DNA	DNA	SYN
12083	12086	GO:0005574	DNA	DNA	SYN
12118	12129	GO:0042555	Mcm complex	MCM COMPLEX	PREF
12152	12155	GO:0005574	DNA	DNA	SYN
12164	12171	GO:0005488	binding	BINDING	PREF
12737	12751	GO:0016887	SV40 T-antigen	SV40 T-ANTIGEN	SYN
12916	12919	GO:0005574	DNA	DNA	SYN
12991	12998	GO:0005488	binding	BINDING	PREF
13011	13020	GO:0007586	digestion	DIGESTION	PREF
13059	13066	GO:0003675	protein	PROTEIN	SYN
13108	13111	GO:0005574	DNA	DNA	SYN
13203	13219	GO:0005657	replication fork	REPLICATION FORK	PREF
13222	13231	GO:0009058	Formation	FORMATION	SYN
13622	13633	GO:0042555	Mcm complex	MCM COMPLEX	PREF
13849	13852	GO:0005574	DNA	DNA	SYN
13924	13933	GO:0009058	formation	FORMATION	SYN
14112	14119	GO:0005488	binding	BINDING	PREF
14312	14321	GO:0009058	formation	FORMATION	SYN
14375	14378	GO:0005574	DNA	DNA	SYN
14375	14386	GO:0003677	DNA binding	DNA BINDING	PREF
14379	14386	GO:0005488	binding	BINDING	PREF
14500	14503	GO:0005574	DNA	DNA	SYN
14500	14521	GO:0003678	DNA helicase activity	DNA HELICASE ACTIVITY	PREF
14504	14521	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
15177	15180	GO:0005574	DNA	DNA	SYN
15198	15214	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
15228	15245	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
15699	15715	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
15729	15732	GO:0005574	DNA	DNA	SYN
15819	15822	GO:0005574	DNA	DNA	SYN
15926	15929	GO:0005574	DNA	DNA	SYN
15953	15960	GO:0005488	binding	BINDING	PREF
17364	17371	GO:0005488	Binding	BINDING	PREF
18292	18308	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
18324	18327	GO:0005574	DNA	DNA	SYN
18506	18509	GO:0005574	DNA	DNA	SYN
18737	18740	GO:0005574	DNA	DNA	SYN
18769	18784	GO:0016887	ATPase activity	ATPASE ACTIVITY	PREF
18954	18957	GO:0005574	DNA	DNA	SYN
19086	19102	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
19128	19131	GO:0005574	DNA	DNA	SYN
19390	19397	GO:0007114	budding	BUDDING	SYN
20693	20710	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
20830	20847	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
20892	20895	GO:0005574	DNA	DNA	SYN
21234	21251	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
21373	21390	GO:0004386	helicase activity	HELICASE ACTIVITY	PREF
22089	22105	GO:0097373	Mcm4/6/7 complex	MCM4/6/7 COMPLEX	SYN
23265	23268	GO:0005574	DNA	DNA	SYN
23265	23278	GO:0032508	DNA unwinding	DNA UNWINDING	SYN
24388	24391	GO:0005574	DNA	DNA	SYN
24388	24399	GO:0003677	DNA binding	DNA BINDING	PREF
24392	24399	GO:0005488	binding	BINDING	PREF
24597	24600	GO:0005574	DNA	DNA	SYN
24597	24610	GO:0032508	DNA unwinding	DNA UNWINDING	SYN
