StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1204	1211	GO:0005488	binding	BINDING	PREF
1234	1258	GO:0004879	nuclear hormone receptor	NUCLEAR HORMONE RECEPTOR	SYN
1326	1333	GO:0003675	protein	PROTEIN	SYN
1363	1378	GO:0072686	mitotic spindle	MITOTIC SPINDLE	PREF
1371	1378	GO:0005819	spindle	SPINDLE	PREF
1448	1455	GO:0003675	protein	PROTEIN	SYN
1448	1467	GO:0006412	protein translation	PROTEIN TRANSLATION	SYN
1456	1467	GO:0006412	translation	TRANSLATION	PREF
1469	1472	GO:0005562	RNA	RNA	SYN
1469	1483	GO:0006396	RNA processing	RNA PROCESSING	PREF
1488	1501	GO:0006351	transcription	TRANSCRIPTION	SYN
1747	1760	GO:0006351	transcription	TRANSCRIPTION	SYN
1899	1909	GO:0005813	centrosome	CENTROSOME	PREF
1973	1982	GO:0000785	chromatin	CHROMATIN	PREF
1973	1993	GO:0006338	chromatin remodeling	CHROMATIN REMODELING	PREF
2052	2056	GO:0005623	cell	CELL	PREF
3084	3091	GO:0003675	protein	PROTEIN	SYN
3184	3195	GO:0032502	development	DEVELOPMENT	SYN
3213	3216	GO:0004239	map	MAP	SYN
3252	3262	GO:0005694	chromosome	CHROMOSOME	PREF
3451	3455	GO:0005007	FGFR	FGFR	SYN
3664	3668	GO:0005007	FGFR	FGFR	SYN
3899	3903	GO:0005007	FGFR	FGFR	SYN
4030	4034	GO:0005007	FGFR	FGFR	SYN
6674	6681	GO:0003777	kinesin	KINESIN	SYN
8081	8088	GO:0003675	protein	PROTEIN	SYN
8629	8633	GO:0005623	cell	CELL	PREF
9375	9385	GO:0005694	chromosome	CHROMOSOME	PREF
9605	9608	GO:0005562	RNA	RNA	SYN
9796	9806	GO:0005694	chromosome	CHROMOSOME	PREF
10262	10280	GO:0098687	chromosomal region	CHROMOSOMAL REGION	PREF
12293	12296	GO:0005562	RNA	RNA	SYN
13543	13555	GO:0051179	localization	LOCALIZATION	PREF
13569	13576	GO:0003675	protein	PROTEIN	SYN
13584	13594	GO:0005813	centrosome	CENTROSOME	PREF
14702	14706	GO:0005007	FGFR	FGFR	SYN
14839	14843	GO:0005007	FGFR	FGFR	SYN
15220	15230	GO:0005694	chromosome	CHROMOSOME	PREF
15241	15244	GO:0097047	ter	TER	SYN
15255	15265	GO:0005694	chromosome	CHROMOSOME	PREF
15275	15278	GO:0097047	ter	TER	SYN
15387	15391	GO:0005007	FGFR	FGFR	SYN
15667	15685	GO:0098687	chromosomal region	CHROMOSOMAL REGION	PREF
15820	15830	GO:0005694	chromosome	CHROMOSOME	PREF
15926	15936	GO:0005694	chromosome	CHROMOSOME	PREF
16276	16280	GO:0005007	FGFR	FGFR	SYN
16426	16436	GO:0005694	chromosome	CHROMOSOME	PREF
16944	16954	GO:0065007	regulation	REGULATION	SYN
17777	17780	GO:0004239	map	MAP	SYN
17923	17933	GO:0005694	chromosome	CHROMOSOME	PREF
17939	17942	GO:0097047	ter	TER	SYN
18453	18463	GO:0005694	chromosome	CHROMOSOME	PREF
18945	18955	GO:0005694	chromosome	CHROMOSOME	PREF
19550	19554	GO:0005007	FGFR	FGFR	SYN
19963	19972	GO:0009058	formation	FORMATION	SYN
20029	20033	GO:0005007	FGFR	FGFR	SYN
20677	20681	GO:0005007	FGFR	FGFR	SYN
20802	20811	GO:0009058	Formation	FORMATION	SYN
21111	21121	GO:0005694	chromosome	CHROMOSOME	PREF
21381	21391	GO:0005694	chromosome	CHROMOSOME	PREF
21584	21591	GO:0003675	protein	PROTEIN	SYN
22013	22016	GO:0005574	DNA	DNA	SYN
22800	22807	GO:0003675	protein	PROTEIN	SYN
22843	22850	GO:0003675	protein	PROTEIN	SYN
22897	22904	GO:0003675	protein	PROTEIN	SYN
23638	23645	GO:0005488	binding	BINDING	PREF
23661	23670	GO:0000785	chromatin	CHROMATIN	PREF
23661	23681	GO:0006338	chromatin remodeling	CHROMATIN REMODELING	PREF
23661	23689	GO:0016585	chromatin remodeling complex	CHROMATIN REMODELING COMPLEX	SYN
23878	23885	GO:0003675	protein	PROTEIN	SYN
23925	23932	GO:0003675	protein	PROTEIN	SYN
25071	25074	GO:0005574	DNA	DNA	SYN
25104	25113	GO:0009058	synthesis	SYNTHESIS	SYN
25326	25333	GO:0003675	protein	PROTEIN	SYN
25353	25360	GO:0003675	protein	PROTEIN	SYN
25517	25525	GO:0045292	splicing	SPLICING	SYN
25705	25713	GO:0045292	splicing	SPLICING	SYN
25796	25807	GO:0032502	development	DEVELOPMENT	SYN
25848	25856	GO:0045292	splicing	SPLICING	SYN
25929	25937	GO:0045292	splicing	SPLICING	SYN
26152	26160	GO:0045292	splicing	SPLICING	SYN
26455	26463	GO:0045292	splicing	SPLICING	SYN
26671	26679	GO:0045292	splicing	SPLICING	SYN
26820	26827	GO:0005488	binding	BINDING	PREF
26888	26900	GO:0051179	localization	LOCALIZATION	PREF
26913	26920	GO:0005488	binding	BINDING	PREF
27042	27051	GO:0005737	cytoplasm	CYTOPLASM	PREF
27173	27176	GO:0005562	RNA	RNA	SYN
