StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
64	81	GO:0007530	Sex Determination	SEX DETERMINATION	PREF
187	193	GO:0040007	growth	GROWTH	PREF
176	200	GO:0005104	fibroblast growth factor	FIBROBLAST GROWTH FACTOR	SYN
227	233	GO:0040007	growth	GROWTH	PREF
235	248	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
301	312	GO:0032502	development	DEVELOPMENT	SYN
389	406	GO:0007530	sex determination	SEX DETERMINATION	PREF
494	505	GO:0032502	development	DEVELOPMENT	SYN
487	505	GO:0008584	testis development	TESTIS DEVELOPMENT	SYN
692	698	GO:0040007	growth	GROWTH	PREF
681	705	GO:0005104	fibroblast growth factor	FIBROBLAST GROWTH FACTOR	SYN
760	777	GO:0007530	sex determination	SEX DETERMINATION	PREF
1299	1316	GO:0007530	sex determination	SEX DETERMINATION	PREF
1416	1425	GO:0023052	signaling	SIGNALING	PREF
1455	1466	GO:0032502	development	DEVELOPMENT	SYN
1608	1619	GO:0032502	development	DEVELOPMENT	SYN
1694	1705	GO:0032502	development	DEVELOPMENT	SYN
2396	2408	GO:0000805	X chromosome	X CHROMOSOME	PREF
2398	2408	GO:0005694	chromosome	CHROMOSOME	PREF
2409	2416	GO:0003675	protein	PROTEIN	SYN
2465	2471	GO:0040007	growth	GROWTH	PREF
2454	2478	GO:0005104	fibroblast growth factor	FIBROBLAST GROWTH FACTOR	SYN
2642	2659	GO:0007530	sex determination	SEX DETERMINATION	PREF
2695	2706	GO:0032502	development	DEVELOPMENT	SYN
2805	2816	GO:0032502	development	DEVELOPMENT	SYN
2798	2816	GO:0008584	testis development	TESTIS DEVELOPMENT	SYN
2878	2882	GO:0005623	cell	CELL	PREF
3118	3127	GO:0009058	formation	FORMATION	SYN
3181	3185	GO:0005623	cell	CELL	PREF
3173	3201	GO:0060008	Sertoli cell differentiation	SERTOLI CELL DIFFERENTIATION	PREF
3181	3201	GO:0030154	cell differentiation	CELL DIFFERENTIATION	PREF
3213	3223	GO:0005694	chromosome	CHROMOSOME	PREF
3211	3223	GO:0000806	Y chromosome	Y CHROMOSOME	PREF
3632	3636	GO:0005623	cell	CELL	PREF
3799	3803	GO:0005623	cell	CELL	PREF
3859	3863	GO:0005623	cell	CELL	PREF
3877	3881	GO:0005623	cell	CELL	PREF
4300	4310	GO:0065007	regulation	REGULATION	SYN
4322	4326	GO:0005623	cell	CELL	PREF
4572	4583	GO:0032502	development	DEVELOPMENT	SYN
4565	4583	GO:0008584	testis development	TESTIS DEVELOPMENT	SYN
4650	4667	GO:0007530	sex determination	SEX DETERMINATION	PREF
5120	5124	GO:0005623	cell	CELL	PREF
5181	5190	GO:0023052	signaling	SIGNALING	PREF
5233	5240	GO:0016088	insulin	INSULIN	SYN
5246	5252	GO:0040007	growth	GROWTH	PREF
5233	5259	GO:0005159	insulin-like growth factor	INSULIN-LIKE GROWTH FACTOR	SYN
5271	5278	GO:0016088	insulin	INSULIN	SYN
5305	5312	GO:0016088	insulin	INSULIN	SYN
5421	5434	GO:0005576	extracellular	EXTRACELLULAR	SYN
5435	5444	GO:0023052	signaling	SIGNALING	PREF
5493	5510	GO:0007530	sex determination	SEX DETERMINATION	PREF
5485	5510	GO:0007538	primary sex determination	PRIMARY SEX DETERMINATION	PREF
5664	5668	GO:0005623	cell	CELL	PREF
