StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
63	76	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
63	76	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
63	76	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
98	102	GO:0005623	cell	CELL	PREF
88	110	GO:0043277	apoptotic cell removal	APOPTOTIC CELL REMOVAL	SYN
134	146	GO:0006909	Phagocytosis	PHAGOCYTOSIS	PREF
191	202	GO:0032502	development	DEVELOPMENT	SYN
224	244	GO:0019725	cellular homeostasis	CELLULAR HOMEOSTASIS	PREF
233	244	GO:0042592	homeostasis	HOMEOSTASIS	SYN
398	407	GO:0023052	signaling	SIGNALING	PREF
607	613	GO:0040007	growth	GROWTH	PREF
641	665	GO:0048468	terminal differentiation	TERMINAL DIFFERENTIATION	SYN
715	728	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
715	728	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
715	728	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
744	755	GO:0032502	development	DEVELOPMENT	SYN
740	755	GO:0001654	eye development	EYE DEVELOPMENT	PREF
1057	1061	GO:0005623	cell	CELL	PREF
1047	1071	GO:0043277	apoptotic cell clearance	APOPTOTIC CELL CLEARANCE	PREF
1261	1270	GO:0023052	signaling	SIGNALING	PREF
1378	1389	GO:0032502	development	DEVELOPMENT	SYN
1436	1449	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
1436	1449	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
1436	1449	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
1472	1476	GO:0005623	cell	CELL	PREF
1462	1484	GO:0043277	apoptotic cell removal	APOPTOTIC CELL REMOVAL	SYN
1643	1647	GO:0005623	cell	CELL	PREF
1633	1657	GO:0043277	apoptotic cell clearance	APOPTOTIC CELL CLEARANCE	PREF
1707	1717	GO:0065007	regulation	REGULATION	SYN
1872	1876	GO:0005623	cell	CELL	PREF
1862	1886	GO:0043277	apoptotic cell clearance	APOPTOTIC CELL CLEARANCE	PREF
1912	1916	GO:0005623	cell	CELL	PREF
1901	1922	GO:0012501	Programmed cell death	PROGRAMMED CELL DEATH	PREF
1912	1922	GO:0008219	cell death	CELL DEATH	PREF
1927	1936	GO:0097194	apoptosis	APOPTOSIS	SYN
1927	1936	GO:0006915	apoptosis	APOPTOSIS	SYN
1965	1976	GO:0032502	development	DEVELOPMENT	SYN
2064	2068	GO:0005623	cell	CELL	PREF
2146	2157	GO:0032502	development	DEVELOPMENT	SYN
2253	2264	GO:0032502	development	DEVELOPMENT	SYN
2287	2291	GO:0005623	cell	CELL	PREF
2287	2297	GO:0008219	cell death	CELL DEATH	PREF
2571	2584	GO:0005622	intracellular	INTRACELLULAR	PREF
2686	2698	GO:0006909	Phagocytosis	PHAGOCYTOSIS	PREF
2880	2889	GO:0046903	secretion	SECRETION	PREF
3044	3048	GO:0005623	cell	CELL	PREF
3528	3540	GO:0006909	phagocytosis	PHAGOCYTOSIS	PREF
3850	3857	GO:0005488	binding	BINDING	PREF
3859	3871	GO:0006909	phagocytosis	PHAGOCYTOSIS	PREF
3875	3887	GO:0009293	transduction	TRANSDUCTION	PREF
3932	3936	GO:0005623	cell	CELL	PREF
3932	3948	GO:0008037	cell recognition	CELL RECOGNITION	PREF
4048	4052	GO:0005623	cell	CELL	PREF
4038	4062	GO:0043277	apoptotic cell clearance	APOPTOTIC CELL CLEARANCE	PREF
4186	4190	GO:0005623	cell	CELL	PREF
4186	4202	GO:0008037	cell recognition	CELL RECOGNITION	PREF
4207	4213	GO:0098657	uptake	UPTAKE	SYN
4291	4298	GO:0003675	protein	PROTEIN	SYN
4465	4471	GO:0040007	growth	GROWTH	PREF
4455	4478	GO:0005154	epidermal growth factor	EPIDERMAL GROWTH FACTOR	SYN
4585	4600	GO:0005886	plasma membrane	PLASMA MEMBRANE	PREF
4592	4600	GO:0016020	membrane	MEMBRANE	PREF
4683	4692	GO:0097194	apoptosis	APOPTOSIS	SYN
4670	4692	GO:0006915	induction of apoptosis	INDUCTION OF APOPTOSIS	SYN
4683	4692	GO:0006915	apoptosis	APOPTOSIS	SYN
4774	4778	GO:0005623	cell	CELL	PREF
4774	4790	GO:0008037	cell recognition	CELL RECOGNITION	PREF
4821	4825	GO:0005623	cell	CELL	PREF
4961	4968	GO:0003675	protein	PROTEIN	SYN
4984	4990	GO:0040007	growth	GROWTH	PREF
5020	5023	GO:0034005	GAS	GAS	SYN
5032	5053	GO:0006956	complement activation	COMPLEMENT ACTIVATION	PREF
5090	5097	GO:0003675	protein	PROTEIN	SYN
5269	5272	GO:0034005	GAS	GAS	SYN
5280	5286	GO:0005488	ligand	LIGAND	SYN
5453	5459	GO:0005530	lectin	LECTIN	SYN
5474	5497	GO:0005322	low-density lipoprotein	LOW-DENSITY LIPOPROTEIN	SYN
5794	5800	GO:0098657	uptake	UPTAKE	SYN
5849	5861	GO:0006909	phagocytosis	PHAGOCYTOSIS	PREF
5920	5927	GO:0005488	binding	BINDING	PREF
5964	5972	GO:0019815	antibody	ANTIBODY	SYN
5964	5972	GO:0042571	antibody	ANTIBODY	SYN
5964	5972	GO:0003823	antibody	ANTIBODY	SYN
5993	6000	GO:0005488	binding	BINDING	PREF
