StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
612	617	GO:0007568	aging	AGING	PREF
700	706	GO:0048511	rhythm	RHYTHM	SYN
1340	1350	GO:0065007	regulation	REGULATION	SYN
1673	1683	GO:0065007	regulation	REGULATION	SYN
1878	1882	GO:0005623	cell	CELL	PREF
1878	1888	GO:0008219	cell death	CELL DEATH	PREF
2502	2514	GO:0009405	pathogenesis	PATHOGENESIS	PREF
18004	18016	GO:0000806	Y Chromosome	Y CHROMOSOME	PREF
18006	18016	GO:0005694	Chromosome	CHROMOSOME	PREF
18022	18034	GO:0000806	Y chromosome	Y CHROMOSOME	PREF
18024	18034	GO:0005694	chromosome	CHROMOSOME	PREF
18133	18145	GO:0000806	Y chromosome	Y CHROMOSOME	PREF
18135	18145	GO:0005694	chromosome	CHROMOSOME	PREF
18233	18237	GO:0034023	pure	PURE	SYN
18292	18304	GO:0000806	Y chromosome	Y CHROMOSOME	PREF
18294	18304	GO:0005694	chromosome	CHROMOSOME	PREF
18611	18623	GO:0000806	Y chromosome	Y CHROMOSOME	PREF
18613	18623	GO:0005694	chromosome	CHROMOSOME	PREF
22478	22489	GO:0006280	mutagenesis	MUTAGENESIS	SYN
25770	25785	GO:0017144	drug metabolism	DRUG METABOLISM	SYN
25775	25785	GO:0008152	metabolism	METABOLISM	SYN
26045	26060	GO:0042493	drug resistance	DRUG RESISTANCE	SYN
26045	26060	GO:0009315	drug resistance	DRUG RESISTANCE	SYN
29893	29899	GO:0048511	rhythm	RHYTHM	SYN
31022	31032	GO:0065007	regulation	REGULATION	SYN
31331	31337	GO:0048511	rhythm	RHYTHM	SYN
31664	31673	GO:0009058	formation	FORMATION	SYN
31705	31714	GO:0046903	secretion	SECRETION	PREF
31787	31796	GO:0046903	secretion	SECRETION	PREF
32214	32223	GO:0046903	secretion	SECRETION	PREF
32298	32307	GO:0046903	secretion	SECRETION	PREF
32545	32554	GO:0046903	secretion	SECRETION	PREF
33006	33025	GO:0004097	tyrosinase activity	TYROSINASE ACTIVITY	SYN
33006	33025	GO:0004503	tyrosinase activity	TYROSINASE ACTIVITY	SYN
33531	33537	GO:0048511	rhythm	RHYTHM	SYN
33976	33982	GO:0048511	rhythm	RHYTHM	SYN
34189	34195	GO:0048511	rhythm	RHYTHM	SYN
34796	34802	GO:0007601	vision	VISION	SYN
35254	35259	GO:0007568	aging	AGING	PREF
36584	36589	GO:0007568	aging	AGING	PREF
38984	38987	GO:0005574	DNA	DNA	SYN
39803	39813	GO:0005694	chromosome	CHROMOSOME	PREF
40322	40326	GO:0019013	Core	CORE	SYN
