StartIndex	EndIndex	GO:ID	Term	OntoTerm
42	58	GO:0030324	Lung Development	lung development
271	282	GO:0032502	development	developmental process
478	490	GO:0032502	development.	developmental process
504	508	GO:0004239	maps	obsolete methionyl aminopeptidase activity
725	733	GO:0003675	protein.	obsolete protein
1165	1182	GO:0030324	lung development,	lung development
1273	1285	GO:0009405	pathogenesis	pathogenesis
1819	1828	GO:0007585	breathing	respiratory gaseous exchange
2014	2025	GO:0032502	development	developmental process
2592	2601	GO:0007585	breathing	respiratory gaseous exchange
2733	2749	GO:0030324	lung development	lung development
3671	3683	GO:0009405	pathogenesis	pathogenesis
4081	4087	GO:0016265	deaths	death
4374	4382	GO:0016020	membrane	membrane
5330	5342	GO:0032502	development.	developmental process
5433	5445	GO:0009405	pathogenesis	pathogenesis
6044	6064	GO:0007507	cardiac development.	heart development
6261	6269	GO:0003675	protein.	obsolete protein
7139	7145	GO:0004239	mapped	obsolete methionyl aminopeptidase activity
7149	7159	GO:0005694	Chromosome	chromosome
7261	7269	GO:0004239	mapping,	obsolete methionyl aminopeptidase activity
8664	8677	GO:0030484	muscle fibers	obsolete muscle fiber
11383	11391	GO:0045292	splicing	mRNA cis splicing, via spliceosome
11551	11558	GO:0003675	protein	obsolete protein
12031	12052	GO:0060539	Diaphragm Development	diaphragm development
12166	12178	GO:0032502	development.	developmental process
12389	12400	GO:0032502	development	developmental process
12389	12400	GO:0032502	development	developmental process
12389	12400	GO:0032502	development	developmental process
12410	12419	GO:0007585	breathing	respiratory gaseous exchange
12630	12654	GO:0001763	branching morphogenesis,	morphogenesis of a branching structure
14108	14113	GO:0007114	buds.	cell budding
14663	14671	GO:0016020	membrane	membrane
15002	15008	GO:0040007	growth	growth
15600	15608	GO:0007519	myogenic	skeletal muscle tissue development
17889	17894	GO:0031672	bands	A band
19277	19289	GO:0009405	pathogenesis	pathogenesis
20052	20062	GO:0005694	chromosome	chromosome
20168	20172	GO:0004239	maps	obsolete methionyl aminopeptidase activity
20176	20186	GO:0005694	Chromosome	chromosome
21990	21999	GO:0009058	formation	biosynthetic process
21990	21999	GO:0009058	formation	biosynthetic process
22865	22885	GO:0008406	gonadal development,	gonad development
24008	24024	GO:0030324	lung development	lung development
24214	24222	GO:0007114	budding.	cell budding
24430	24434	GO:0007114	buds	cell budding
25213	25234	GO:0060539	diaphragm development	diaphragm development
25382	25398	GO:0030324	lung development	lung development
25937	25944	GO:0004239	mapping	obsolete methionyl aminopeptidase activity
26870	26879	GO:0016020	membranes	membrane
27067	27073	GO:0004617	serum,	phosphoglycerate dehydrogenase activity
27620	27627	GO:0003675	protein	obsolete protein
27680	27688	GO:0003675	protein.	obsolete protein
27878	27884	GO:0005623	cells.	cell
29084	29097	GO:0006351	transcription	transcription, DNA-templated
29165	29171	GO:0005634	Nuclei	nucleus
29216	29222	GO:0023052	signal	signaling
30134	30138	GO:0019013	core	viral nucleocapsid
30764	30775	GO:0032502	Development	developmental process
31243	31249	GO:0040007	growth	growth
31377	31388	GO:0032502	Development	developmental process
31457	31468	GO:0032502	development	developmental process
31949	31953	GO:0031672	band	A band
31949	31953	GO:0031672	band	A band
32200	32214	GO:0006351	transcription.	transcription, DNA-templated
32623	32639	GO:0030324	Lung Development	lung development
32746	32758	GO:0032502	development.	developmental process
