StartIndex	EndIndex	GO:ID	Term	OntoTerm
103	121	GO:0006006	Glucose Metabolism	glucose metabolic process
208	216	GO:0003675	protein.	obsolete protein
746	757	GO:0006096	glycolysis,	glycolytic process
866	884	GO:0051131	chaperone activity	chaperone-mediated protein complex assembly
986	993	GO:0005829	cytosol	cytosol
1106	1110	GO:0005623	cell	cell
1617	1635	GO:0006007	glucose catabolism	glucose catabolic process
1658	1672	GO:0046323	glucose uptake	glucose import
1700	1710	GO:0006094PHENOTYPE	phenotypes	gluconeogenesis phenotypeThese
1901	1920	GO:0006007	glucose catabolism,	glucose catabolic process
1921	1940	GO:0097009	energy homeostasis,	energy homeostasis
1957	1967	GO:0008152	metabolic,	metabolic process
1968	1973	GO:0007568	aging	aging
2036	2043	GO:0003675	protein	obsolete protein
2036	2043	GO:0003675	protein	obsolete protein
2036	2043	GO:0003675	protein	obsolete protein
2317	2321	GO:0005623	cell	cell
2369	2378	GO:0003675	proteins,	obsolete protein
2434	2441	GO:0005829	cytosol	cytosol
2498	2512	GO:0051301	cell division.	cell division
2974	2992	GO:0051131	chaperone activity	chaperone-mediated protein complex assembly
3165	3174	GO:0009056	breakdown	catabolic process
3379	3398	GO:0008152	metabolic processes	metabolic process
3501	3508	GO:0003675	protein	obsolete protein
3701	3710	GO:0009058	formation	biosynthetic process
3718	3725	GO:0007067	mitotic	mitotic nuclear division
3735	3743	GO:0030472	assembly	mitotic spindle organization in nucleusspindle,
3751	3767	GO:0005635	nuclear envelope	nuclear envelope
3817	3826	GO:0051081	breakdown	nuclear envelope disassemblyenvelope
3832	3853	GO:0051382	kinetochore formation	kinetochore assembly
4021	4025	GO:0005623	cell	cell
4021	4025	GO:0005623	cell	cell
4310	4324	GO:0051170	nuclear import	nuclear import
4310	4324	GO:0051170	nuclear import	nuclear import
4362	4372	GO:0003823	antibodies	antigen binding
4431	4436	GO:0005623	cells	cell
4653	4659	GO:0007602	opsin,	phototransduction
4653	4658	GO:0007602	opsin	phototransduction
4857	4866	GO:0003777	kinesins,	microtubule motor activity
5307	5317	GO:0004299	proteasome	obsolete proteasome endopeptidase activity
5378	5392	GO:0051168	nuclear export	nuclear export
5488	5503	GO:0016874	ligase activity	ligase activity
5623	5632	GO:0005829	cytosolic	cytosol
5623	5632	GO:0005829	cytosolic	cytosol
5651	5658	GO:0005096	RanGAP)	GTPase activator activity
5701	5708	GO:0005643	complex	nuclear porepore
5947	5959	GO:0051179	localization	localization
5975	5982	GO:0043205	fibrils	fibril
5998	6011	GO:0005643	nuclear pores	nuclear pore
