StartIndex	EndIndex	GO:ID	Term	OntoTerm
297	304	GO:0003675	protein	obsolete protein
297	304	GO:0003675	protein	obsolete protein
782	787	GO:0005623	cells	cell
924	931	GO:0003675	protein	obsolete protein
924	931	GO:0003675	protein	obsolete protein
924	931	GO:0003675	protein	obsolete protein
1252	1257	GO:0005623	cells	cell
1252	1257	GO:0005623	cells	cell
1984	1989	GO:0005623	cells	cell
1984	1989	GO:0005623	cells	cell
2315	2326	GO:0006280	mutagenesis	obsolete mutagenesis
2407	2413	GO:0005623	cells,	cell
2571	2582	GO:0032502	development	developmental process
2618	2625	GO:0003675	protein	obsolete protein
2618	2625	GO:0003675	protein	obsolete protein
2618	2625	GO:0003675	protein	obsolete protein
3313	3320	GO:0003675	protein	obsolete protein
3668	3676	GO:0003675	proteins	obsolete protein
3746	3750	GO:0005623	cell	cell
3820	3825	GO:0005623	cells	cell
4425	4432	GO:0003675	Protein	obsolete protein
4425	4432	GO:0003675	Protein	obsolete protein
4738	4746	GO:0003675	proteins	obsolete protein
4798	4809	GO:0006412	translation	translation
4902	4910	GO:0003675	proteins	obsolete protein
4902	4910	GO:0003675	proteins	obsolete protein
4902	4909	GO:0003675	protein	obsolete protein
4902	4909	GO:0003675	protein	obsolete protein
5269	5277	GO:0003675	protein.	obsolete protein
5385	5390	GO:0005623	cells	cell
5385	5390	GO:0005623	cells	cell
5425	5434	GO:0000496	base pair	base pairing
5678	5685	GO:0003675	protein	obsolete protein
5723	5727	GO:0005623	cell	cell
5792	5797	GO:0005623	cells	cell
5792	5797	GO:0005623	cells	cell
5792	5797	GO:0005623	cells	cell
6449	6456	GO:0005819	spindle	spindle
6579	6585	GO:0005623	cells,	cell
6596	6602	GO:0023052	signal	signaling
6713	6723	GO:0048471	cytoplasm.	perinuclear region of cytoplasmregions of the
6846	6855	GO:0030425	dendrites	dendrite
6860	6865	GO:0030424	axons	axon
7049	7061	GO:0051179	localization	localization
7316	7322	GO:0005623	cells.	cell
7316	7321	GO:0005623	cells	cell
7316	7321	GO:0005623	cells	cell
7316	7322	GO:0005623	cells.	cell
7316	7321	GO:0005623	cells	cell
7316	7322	GO:0005623	cells.	cell
7935	7939	GO:0005623	cell	cell
7935	7939	GO:0005623	cell	cell
8139	8146	GO:0003675	protein	obsolete protein
8139	8146	GO:0003675	protein	obsolete protein
8391	8404	GO:0009793	embryogenesis	embryo development ending in seed dormancy
8592	8607	GO:0010467	gene expression	gene expression
10871	10875	GO:0005623	cell	cell
10871	10875	GO:0005623	cell	cell
10871	10875	GO:0005623	cell	cell
12008	12013	GO:0005623	cells	cell
12008	12013	GO:0005623	cells	cell
12554	12560	GO:0005623	cells)	cell
13541	13547	GO:0005623	cells.	cell
13541	13546	GO:0005623	cells	cell
13541	13546	GO:0005623	cells	cell
13541	13547	GO:0005623	cells.	cell
15844	15850	GO:0005623	cells.	cell
15844	15848	GO:0005623	cell	cell
16079	16085	GO:0005623	cells,	cell
16854	16860	GO:0005623	cells,	cell
19030	19041	GO:0006412	translation	translation
19129	19134	GO:0005623	cells	cell
19517	19524	GO:0023052	signal.	signaling
19644	19650	GO:0005623	cells,	cell
19706	19711	GO:0005623	cells	cell
19706	19711	GO:0005623	cells	cell
19706	19711	GO:0005623	cells	cell
19984	19999	GO:0009315	drug resistance	obsolete drug resistance
20497	20501	GO:0005623	cell	cell
