StartIndex	EndIndex	GO:ID	Term	OntoTerm
206	218	GO:1904116	vasopressin.	response to vasopressinto
417	428	GO:0032502	Development	developmental process
963	968	GO:0046930	pore.	pore complex
1206	1214	GO:0003675	protein,	obsolete protein
1246	1267	GO:0005783	endoplasmic reticulum	endoplasmic reticulum
1291	1303	GO:0051179	localization	localization
1332	1340	GO:0003675	protein.	obsolete protein
1552	1561	GO:0060073	urination	micturition
1646	1653	GO:0023052	signals	signaling
1800	1805	GO:0005488	binds	binding
1820	1827	GO:0003675	protein	obsolete protein
1886	1893	GO:0005488	binding	binding
2010	2018	GO:0003675	protein,	obsolete protein
2175	2180	GO:0005623	cell,	cell
3149	3158	GO:0060073	urination	micturition
3352	3361	GO:0030849	autosomal	autosome
3437	3444	GO:0003675	protein	obsolete protein
3437	3444	GO:0003675	protein	obsolete protein
3539	3544	GO:0005623	cells	cell
3539	3544	GO:0005623	cells	cell
3580	3588	GO:0003675	proteins	obsolete protein
3580	3588	GO:0003675	proteins	obsolete protein
3629	3644	GO:0005886	plasma membrane	plasma membrane
3629	3644	GO:0005886	plasma membrane	plasma membrane
3636	3644	GO:0016020	membrane	membrane
3653	3659	GO:0005623	cells,	cell
3653	3659	GO:0005623	cells,	cell
3802	3813	GO:0015250	aquaporins,	water channel activity
3802	3812	GO:0015250	aquaporins	water channel activity
4257	4273	GO:0005886	plasma membrane.	plasma membrane
4257	4273	GO:0005886	plasma membrane.	plasma membrane
4331	4344	GO:0005622	intracellular	intracellular
4331	4344	GO:0005622	intracellular	intracellular
4345	4354	GO:0031982	vesicles;	vesicle
4397	4406	GO:0051235	retention	maintenance of location
4439	4448	GO:0016020	membrane,	membrane
4517	4522	GO:0005488	binds	binding
4663	4678	GO:0016310	phosphorylation	phosphorylation
5058	5062	GO:0046930	pore	pore complex
5227	5234	GO:0003675	protein	obsolete protein
5254	5262	GO:0016020	membrane	membrane
5783	5801	GO:0030104	water homeostasis,	water homeostasis
6242	6246	GO:0005623	cell	cell
6251	6263	GO:0051179	localization	localization
6289	6295	GO:0005623	cells,	cell
6461	6482	GO:0005783	endoplasmic reticulum	endoplasmic reticulum
6506	6514	GO:0003675	protein,	obsolete protein
6850	6860	GO:0008152	metabolism	metabolic process
6914	6919	GO:0007631	drank	feeding behavior
6933	6938	GO:0004617	Serum	phosphoglycerate dehydrogenase activity
7437	7444	GO:0003675	protein	obsolete protein
7474	7482	GO:0016020	membrane	membrane
7521	7534	GO:0005576	extracellular	extracellular region
7815	7824	GO:0003675	proteins,	obsolete protein
9698	9705	GO:0007618	matings	mating
11247	11254	GO:0097649	tubules	A axonemal microtubule
11409	11422	GO:0070085	glycosylation	glycosylation
11409	11422	GO:0070085	glycosylation	glycosylation
11492	11499	GO:0003675	protein	obsolete protein
11492	11499	GO:0003675	protein	obsolete protein
11492	11499	GO:0003675	protein	obsolete protein
11520	11525	GO:0031672	band,	A band
11655	11660	GO:0019013	core,	viral nucleocapsid
12123	12132	GO:0007586	digestion	digestion
12441	12449	GO:0003675	proteins	obsolete protein
12730	12742	GO:0009986	cell surface	cell surface
12730	12742	GO:0009986	cell surface	cell surface
12730	12734	GO:0005623	cell	cell
12730	12742	GO:0009986	cell surface	cell surface
13030	13039	GO:0031982	vesicles.	vesicle
13072	13093	GO:0005783	endoplasmic reticulum	endoplasmic reticulum
13331	13336	GO:0005623	cells	cell
14090	14096	GO:0005623	cells.	cell
14090	14094	GO:0005623	cell	cell
14090	14094	GO:0005623	cell	cell
14090	14095	GO:0005623	cells	cell
14195	14202	GO:0003675	protein	obsolete protein
14195	14202	GO:0003675	protein	obsolete protein
14275	14288	GO:0070085	glycosylation	glycosylation
14547	14553	GO:0005623	cells,	cell
14547	14552	GO:0005623	cells	cell
14547	14552	GO:0005623	cells	cell
14719	14728	GO:0031982	vesicular	vesicle
14906	14913	GO:0003675	protein	obsolete protein
16094	16101	GO:0003675	protein	obsolete protein
16094	16101	GO:0003675	protein	obsolete protein
16094	16101	GO:0003675	protein	obsolete protein
16094	16101	GO:0003675	protein	obsolete protein
16156	16161	GO:0005623	cells	cell
16156	16161	GO:0005623	cells	cell
16267	16275	GO:0003675	protein.	obsolete protein
16267	16275	GO:0003675	protein.	obsolete protein
16475	16487	GO:0009986	cell surface	cell surface
16475	16487	GO:0009986	cell surface	cell surface
16734	16746	GO:0051179	localization	localization
16843	16852	GO:0006810	transport	transport
17035	17043	GO:0003675	protein,	obsolete protein
17189	17196	GO:0003675	protein	obsolete protein
17250	17258	GO:0003675	protein.	obsolete protein
17342	17350	GO:0003675	proteins	obsolete protein
17371	17376	GO:0005623	cells	cell
17371	17376	GO:0005623	cells	cell
17371	17376	GO:0005623	cells	cell
17556	17566	GO:0003823	Antibodies	antigen binding
17828	17837	GO:0016020	membranes	membrane
17961	17969	GO:0003675	proteins	obsolete protein
18000	18005	GO:0005623	cell,	cell
18000	18004	GO:0005623	cell	cell
18000	18004	GO:0005623	cell	cell
18000	18004	GO:0005623	cell	cell
18051	18063	GO:0051179	localization	localization
18051	18063	GO:0051179	localization	localization
18051	18063	GO:0051179	localization	localization
18051	18063	GO:0051179	localization	localization
18074	18082	GO:0003675	protein?	obsolete protein
18121	18126	GO:0005623	cells	cell
18121	18126	GO:0005623	cells	cell
18121	18126	GO:0005623	cells	cell
18121	18126	GO:0005623	cells	cell
18590	18596	GO:0005623	cells,	cell
18590	18596	GO:0005623	cells,	cell
19568	19572	GO:0005623	cell	cell
19568	19572	GO:0005623	cell	cell
19643	19651	GO:0003675	proteins	obsolete protein
19643	19651	GO:0003675	proteins	obsolete protein
19824	19831	GO:0005623	cells),	cell
20998	21003	GO:0016265	death	death
21095	21101	GO:0005623	cells.	cell
21382	21400	GO:0006833	water transporting	water transport
21382	21400	GO:0006833	water transporting	water transport
21388	21397	GO:0006810	transport	transport
21388	21397	GO:0006810	transport	transport
21762	21774	GO:0009986	cell surface	cell surface
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
21893	21900	GO:0003675	protein	obsolete protein
