StartIndex	EndIndex	GO:ID	Term	OntoTerm
151	157	GO:0007601	vision	visual perception
286	301	GO:0010467	gene expression	gene expression
405	410	GO:0005623	cells	cell
405	409	GO:0005623	cell	cell
1301	1312	GO:0008152	metabolism.	metabolic process
1765	1771	GO:0007601	Vision	visual perception
1944	1948	GO:0005623	cell	cell
2125	2132	GO:0007601	vision,	visual perception
2165	2172	GO:0007601	vision.	visual perception
2165	2172	GO:0007601	vision.	visual perception
3267	3283	GO:1990603	dark adaptation,	dark adaptation
4200	4205	GO:0005623	cells	cell
4263	4269	GO:0005623	cells.	cell
4595	4604	GO:0009058	formation	biosynthetic process
4989	4998	GO:0009058	formation	biosynthetic process
5061	5076	GO:1990603	dark adaptation	dark adaptation
5275	5280	GO:0005623	cells	cell
5704	5709	GO:0005623	cells	cell
5704	5709	GO:0005623	cells	cell
5704	5708	GO:0005623	cell	cell
7006	7023	GO:0007602	phototransduction	phototransduction
7039	7046	GO:0007602	opsins,	phototransduction
7064	7081	GO:0008081	phosphodiesterase	phosphoric diester hydrolase activity
7733	7748	GO:0010467	gene expression	gene expression
8664	8679	GO:0010467	gene expression	gene expression
8664	8679	GO:0010467	gene expression	gene expression
8984	9000	GO:0010467	gene expression,	gene expression
9029	9034	GO:0005623	cells	cell
9243	9248	GO:0005623	cells	cell
9243	9248	GO:0005623	cells	cell
9243	9248	GO:0005623	cells	cell
9243	9248	GO:0005623	cells	cell
9243	9248	GO:0005623	cells	cell
9243	9247	GO:0005623	cell	cell
9677	9688	GO:0044297	cell bodies	cell body
9840	9844	GO:0005623	cell	cell
9910	9915	GO:0007602	opsin	phototransduction
10028	10033	GO:0005623	cells	cell
10028	10033	GO:0005623	cells	cell
10028	10033	GO:0005623	cells	cell
10028	10033	GO:0005623	cells	cell
10135	10142	GO:0005623	cells).	cell
10333	10340	GO:0005623	cells),	cell
10480	10488	GO:0003823	antibody	antigen binding
10628	10633	GO:0005623	cells	cell
10628	10633	GO:0005623	cells	cell
10628	10633	GO:0005623	cells	cell
10628	10633	GO:0005623	cells	cell
11177	11185	GO:0003823	antibody	antigen binding
11347	11355	GO:0001750	segments	photoreceptor outer segmentouter
12151	12156	GO:0005623	cells	cell
12369	12381	GO:0051179	localization	localization
12369	12381	GO:0051179	localization	localization
12369	12381	GO:0051179	localization	localization
12369	12381	GO:0051179	localization	localization
