StartIndex	EndIndex	GO:ID	Term	OntoTerm
283	293	GO:0065007	regulation	biological regulation
283	293	GO:0065007	regulation	biological regulation
870	885	GO:0010467	gene expression	gene expression
1063	1074	GO:0065007	regulation.	biological regulation
1187	1198	GO:0010468	expression.	regulation of gene expressionof gene
2349	2364	GO:0010467	gene expression	gene expression
2470	2484	GO:0006351	transcription.	transcription, DNA-templated
2628	2638	GO:0005694	Chromosome	chromosome
3267	3280	GO:0009405	pathogenesis,	pathogenesis
3640	3655	GO:0010467	gene expression	gene expression
4119	4128	GO:0008152	metabolic	metabolic process
4764	4783	GO:0098687	chromosomal regions	chromosomal region
5004	5019	GO:0010467	gene expression	gene expression
5191	5201	GO:0065007	regulation	biological regulation
5460	5470	GO:0065007	regulation	biological regulation
5460	5470	GO:0065007	regulation	biological regulation
5480	5495	GO:0010467	gene expression	gene expression
5480	5495	GO:0010467	gene expression	gene expression
7013	7023	GO:0030849	autosomes.	autosome
7263	7270	GO:0004239	mapping	obsolete methionyl aminopeptidase activity
7263	7270	GO:0004239	mapping	obsolete methionyl aminopeptidase activity
7724	7739	GO:0010467	gene expression	gene expression
7724	7739	GO:0010467	gene expression	gene expression
9136	9147	GO:0005694	(Chromosome	chromosome
9137	9147	GO:0005694	Chromosome	chromosome
9172	9184	GO:0005694	(Chromosomes	chromosome
10021	10031	GO:0005694	Chromosome	chromosome
10021	10031	GO:0005694	Chromosome	chromosome
10812	10823	GO:0005694	Chromosomes	chromosome
10812	10822	GO:0005694	Chromosome	chromosome
10812	10822	GO:0005694	Chromosome	chromosome
11600	11610	GO:0065007	regulation	biological regulation
12780	12795	GO:0010467	gene expression	gene expression
14628	14639	GO:0005694	Chromosomes	chromosome
14628	14638	GO:0005694	Chromosome	chromosome
14747	14758	GO:0005694	chromosome.	chromosome
14884	14899	GO:0006351	transcriptional	transcription, DNA-templated
15564	15578	GO:0006351	transcription.	transcription, DNA-templated
15783	15800	GO:0010467	gene's expression	gene expression
16016	16027	GO:0010468	expression.	regulation of gene expressionof gene
16132	16147	GO:0010467	gene expression	gene expression
16164	16174	GO:0065007	regulation	biological regulation
17622	17632	GO:0065007	regulation	biological regulation
18523	18533	GO:0065007	regulation	biological regulation
18523	18533	GO:0065007	regulation	biological regulation
18719	18734	GO:0006351	transcriptional	transcription, DNA-templated
19113	19123	GO:0010467	expression	gene expressionto the
19159	19172	GO:0006351	transcription	transcription, DNA-templated
19476	19492	GO:0010467	gene expression.	gene expression
19476	19491	GO:0010467	gene expression	gene expression
20268	20278	GO:0005694	Chromosome	chromosome
20268	20278	GO:0005694	Chromosome	chromosome
20268	20278	GO:0005694	Chromosome	chromosome
20533	20543	GO:0065007	regulation	biological regulation
20614	20629	GO:0010467	gene expression	gene expression
20708	20718	GO:0005694	Chromosome	chromosome
20708	20718	GO:0005694	Chromosome	chromosome
20708	20718	GO:0005694	Chromosome	chromosome
20708	20718	GO:0005694	Chromosome	chromosome
20731	20746	GO:0010467	gene expression	gene expression
20731	20746	GO:0010467	gene expression	gene expression
20736	20746	GO:0010468	expression	regulation of gene expressionof gene
21234	21244	GO:0065007	regulation	biological regulation
21767	21774	GO:0004239	mapped,	obsolete methionyl aminopeptidase activity
21837	21847	GO:0065007	regulation	biological regulation
22027	22042	GO:0010467	gene expression	gene expression
22290	22301	GO:0065007	regulation.	biological regulation
22331	22341	GO:0065007	Regulation	biological regulation
22369	22384	GO:0010467	Gene Expression	gene expression
23038	23048	GO:0005694	Chromosome	chromosome
23338	23349	GO:0005694	Chromosomes	chromosome
23338	23349	GO:0005694	Chromosomes	chromosome
23338	23348	GO:0005694	Chromosome	chromosome
23338	23348	GO:0005694	Chromosome	chromosome
24061	24071	GO:0065007	regulation	biological regulation
24061	24071	GO:0065007	regulation	biological regulation
24423	24441	GO:0046879	hormone secretions	hormone secretion
24601	24611	GO:0010468	expression	regulation of gene expressionof gene
24601	24611	GO:0010468	expression	regulation of gene expressionof gene
24674	24687	GO:0006351	transcription	transcription, DNA-templated
24674	24687	GO:0006351	transcription	transcription, DNA-templated
24885	24895	GO:0065007	regulation	biological regulation
24885	24895	GO:0065007	regulation	biological regulation
24920	24935	GO:0010467	gene expression	gene expression
25407	25421	GO:0006351	transcription.	transcription, DNA-templated
27165	27197	GO:0043687	posttranslational modifications.	post-translational protein modification
27291	27304	GO:0006351	transcription	transcription, DNA-templated
27424	27439	GO:0010467	gene expression	gene expression
27847	27857	GO:0065007	Regulation	biological regulation
28534	28549	GO:0010467	gene expression	gene expression
28925	28937	GO:0051179	localization	localization
28925	28937	GO:0051179	localization	localization
29178	29189	GO:0005694	(Chromosome	chromosome
29179	29189	GO:0005694	Chromosome	chromosome
29539	29549	GO:0065007	regulatory	biological regulation
29771	29780	GO:0008152	metabolic	metabolic process
30347	30358	GO:0065007	regulation.	biological regulation
30772	30783	GO:0065007	regulation,	biological regulation
31030	31045	GO:0010467	gene expression	gene expression
31049	31056	GO:0003675	protein	obsolete protein
31618	31628	GO:0065007	regulation	biological regulation
31618	31628	GO:0065007	regulation	biological regulation
31618	31628	GO:0065007	regulation	biological regulation
31898	31913	GO:0010467	gene expression	gene expression
32074	32086	GO:0051179	localization	localization
34371	34386	GO:0010467	Gene expression	gene expression
35161	35170	GO:0030849	autosomes	autosome
35449	35464	GO:0010467	gene expression	gene expression
39484	39499	GO:0010467	gene expression	gene expression
39484	39499	GO:0010467	gene expression	gene expression
40046	40056	GO:0005694	chromosome	chromosome
40046	40056	GO:0005694	chromosome	chromosome
40536	40551	GO:0010467	gene expression	gene expression
44182	44197	GO:0010467	gene expression	gene expression
44785	44795	GO:0005694	Chromosome	chromosome
44825	44836	GO:0005694	Chromosomes	chromosome
45050	45060	GO:0005694	Chromosome	chromosome
45959	45974	GO:0010467	Gene Expression	gene expression
46677	46687	GO:0005694	Chromosome	chromosome
48419	48429	GO:0005694	Chromosome	chromosome
48419	48429	GO:0005694	Chromosome	chromosome
48687	48703	GO:0010467	gene expression.	gene expression
49166	49176	GO:0005694	Chromosome	chromosome
49197	49207	GO:0005694	Chromosome	chromosome
49298	49313	GO:0010467	gene expression	gene expression
