StartIndex	EndIndex	GO:ID	Term	OntoTerm
29	38	GO:0023052	signaling	signaling
52	70	GO:0001822	kidney development	kidney development
206	213	GO:0005667	complex	transcription factor complexfactor
231	241	GO:0023052	signaling.	signaling
231	240	GO:0023052	signaling	signaling
324	343	GO:0001822	kidney development,	kidney development
709	728	GO:0001822	kidney development,	kidney development
1015	1024	GO:0023052	signaling	signaling
1425	1448	GO:0001763	Branching morphogenesis	morphogenesis of a branching structure
1696	1706	GO:0009058	formation,	biosynthetic process
1892	1911	GO:0001822	kidney development.	kidney development
1977	2000	GO:0001763	branching morphogenesis	morphogenesis of a branching structure
2028	2047	GO:0001822	kidney development.	kidney development
2325	2334	GO:0023052	signaling	signaling
2325	2331	GO:0023052	signal	signaling
2469	2478	GO:0023052	signaling	signaling
2469	2478	GO:0023052	signaling	signaling
2526	2545	GO:0001822	kidney development.	kidney development
2634	2647	GO:0072006	nephrogenesis	nephron development
2634	2647	GO:0072006	nephrogenesis	nephron development
3125	3135	GO:0009058	formation,	biosynthetic process
3269	3276	GO:0023052	signal,	signaling
3549	3558	GO:0023052	signaling	signaling
3549	3558	GO:0023052	signaling	signaling
3615	3624	GO:0009058	formation	biosynthetic process
3642	3657	GO:0006351	transcriptional	transcription, DNA-templated
3642	3657	GO:0006351	transcriptional	transcription, DNA-templated
3720	3727	GO:0005634	nucleus	nucleus
3738	3743	GO:0005488	binds	binding
4363	4374	GO:0032502	development	developmental process
4662	4671	GO:0023052	signaling	signaling
4662	4671	GO:0023052	signaling	signaling
4662	4671	GO:0023052	signaling	signaling
4679	4698	GO:0001822	kidney development.	kidney development
4860	4871	GO:0032502	Development	developmental process
5051	5074	GO:0001763	branching morphogenesis	morphogenesis of a branching structure
5100	5109	GO:0060503	expansion	bud dilation involved in lung branchingand
5206	5216	GO:0009058	formation,	biosynthetic process
5684	5689	GO:0007618	mated	mating
6122	6131	GO:0023052	signaling	signaling
6232	6243	GO:0032502	development	developmental process
6334	6343	GO:0023052	signaling	signaling
6780	6790	GO:0023052	signaling.	signaling
7125	7136	GO:0032502	development	developmental process
7334	7346	GO:0032502	development.	developmental process
8375	8387	GO:0051179	localization	localization
8399	8407	GO:0003675	proteins	obsolete protein
8461	8466	GO:0005623	cells	cell
8672	8681	GO:0003675	proteins.	obsolete protein
8836	8844	GO:0003675	proteins	obsolete protein
8929	8937	GO:0005634	nucleus,	nucleus
8997	9003	GO:0023052	signal	signaling
9219	9228	GO:0003823	antibody.	antigen binding
9427	9440	GO:0072006	nephrogenesis	nephron development
9517	9534	GO:0001822	renal development	kidney development
9623	9633	GO:0003823	antibodies	antigen binding
9719	9727	GO:0003823	antibody	antigen binding
9778	9788	GO:0003823	Antibodies	antigen binding
9989	9995	GO:0005530	lectin	obsolete lectin
10241	10251	GO:0003823	antibodies	antigen binding
10413	10419	GO:0005530	lectin	obsolete lectin
11134	11148	GO:0072006	nephrogenesis.	nephron development
11320	11334	GO:0072006	nephrogenesis,	nephron development
13225	13234	GO:0023052	signaling	signaling
13311	13320	GO:0023052	signaling	signaling
13311	13320	GO:0023052	signaling	signaling
13311	13320	GO:0023052	signaling	signaling
13311	13320	GO:0023052	signaling	signaling
13692	13702	GO:0023052	signaling.	signaling
13886	13895	GO:0023052	signaling	signaling
14009	14019	GO:0023052	signaling.	signaling
14009	14019	GO:0023052	signaling.	signaling
