StartIndex	EndIndex	GO:ID	Term	OntoTerm
873	877	GO:0004239	maps	obsolete methionyl aminopeptidase activity
1597	1615	GO:0098687	chromosomal region	chromosomal region
1972	1977	GO:0005623	cells	cell
2258	2269	GO:0006280	mutagenesis	obsolete mutagenesis
3695	3706	GO:0022831	ion channel	narrow pore, gated channel activity
4316	4326	GO:0005694	Chromosome	chromosome
4486	4492	GO:0004239	mapped	obsolete methionyl aminopeptidase activity
8640	8648	GO:0045292	splicing	mRNA cis splicing, via spliceosome
10863	10871	GO:0043495	anchored	protein anchor
11588	11597	GO:0008152	metabolic	metabolic process
11887	11894	GO:0003675	protein	obsolete protein
11887	11894	GO:0003675	protein	obsolete protein
12030	12039	GO:0023052	signaling	signaling
12538	12545	GO:0005488	binding	binding
12538	12545	GO:0005488	binding	binding
12590	12603	GO:0044214	transmembrane	spanning component of plasma membrane
12633	12640	GO:0003675	protein	obsolete protein
12769	12790	GO:0005783	endoplasmic reticulum	endoplasmic reticulum
12812	12825	GO:0005622	intracellular	intracellular
12910	12915	GO:0005623	cells	cell
13487	13495	GO:0003675	protein;	obsolete protein
13608	13616	GO:0003823	antibody	antigen binding
14003	14007	GO:0007568	aged	aging
14969	14975	GO:0004239	mapped	obsolete methionyl aminopeptidase activity
15137	15150	GO:0005622	intracellular	intracellular
15156	15165	GO:0023052	signaling	signaling
15191	15203	GO:0009405	pathogenesis	pathogenesis
15758	15768	GO:0005694	Chromosome	chromosome
17170	17177	GO:0007618	mating;	mating
17222	17231	GO:0007618PHENOTYPE	phenotype	mating phenotypewith a
17322	17329	GO:0003675	protein	obsolete protein
17923	17933	GO:0003823	antibodies	antigen binding
18547	18552	GO:0004617	serum	phosphoglycerate dehydrogenase activity
18638	18649	GO:0003823	antibodies:	antigen binding
18638	18648	GO:0003823	antibodies	antigen binding
18638	18648	GO:0003823	antibodies	antigen binding
18638	18648	GO:0003823	antibodies	antigen binding
18685	18693	GO:0003823	antibody	antigen binding
18685	18693	GO:0003823	antibody	antigen binding
19650	19658	GO:0003823	Antibody	antigen binding
24271	24279	GO:0003675	protein;	obsolete protein
24326	24333	GO:0003675	Protein	obsolete protein
24365	24370	GO:0019835	lysis	cytolysis
24365	24370	GO:0019835	lysis	cytolysis
24673	24683	GO:0003823	antibodies	antigen binding
24846	24856	GO:0005694	Chromosome	chromosome
27951	27958	GO:0003675	Protein	obsolete protein
28248	28256	GO:0003823	antibody	antigen binding
28248	28256	GO:0003823	antibody	antigen binding
29098	29108	GO:0005694	Chromosome	chromosome
31275	31282	GO:0003675	Protein	obsolete protein
31789	31797	GO:0003823	antibody	antigen binding
32416	32421	GO:0007568	Aging	aging
