StartIndex	EndIndex	GO:ID	Term	OntoTerm
0	14	GO:0007416	Synaptogenesis	synapse assembly
33	42	GO:0009058	formation	biosynthetic process
252	263	GO:0032502	development	developmental process
252	263	GO:0032502	development	developmental process
748	761	GO:0009653	morphogenesis	anatomical structure morphogenesis
853	870	GO:0007602	phototransduction	phototransduction
1035	1049	GO:0007416	synaptogenesis	synapse assembly
1162	1187	GO:0008594	photoreceptor development	photoreceptor cell morphogenesis
1304	1310	GO:0007601	vision	visual perception
1706	1724	GO:0007602	phototransduction.	phototransduction
1742	1753	GO:0032502	development	developmental process
1742	1753	GO:0032502	development	developmental process
1903	1928	GO:0008594	photoreceptor development	photoreceptor cell morphogenesis
2121	2125	GO:0007568	ages	aging
2137	2152	GO:0010467	gene expression	gene expression
3068	3074	GO:0007601	vision	visual perception
3589	3596	GO:0003675	protein	obsolete protein
4357	4382	GO:0008594	photoreceptor development	photoreceptor cell morphogenesis
4466	4471	GO:0005623	cells	cell
4466	4471	GO:0005623	cells	cell
4592	4597	GO:0097683	apex,	dinoflagellate apex
4660	4668	GO:0003675	proteins	obsolete protein
4685	4702	GO:0007602	phototransduction	phototransduction
4776	4784	GO:0003675	protein,	obsolete protein
4776	4784	GO:0003675	protein,	obsolete protein
4785	4795	GO:0045102	peripherin	obsolete peripherin
4998	5011	GO:0044317	Rod spherules	rod spherule
5038	5045	GO:0007129	synapse	synapsis
5038	5045	GO:0007129	synapse	synapsis
5063	5072	GO:0030425	dendrites	dendrite
5063	5072	GO:0030425	dendrites	dendrite
5063	5072	GO:0030425	dendrites	dendrite
5106	5112	GO:0005623	cells.	cell
5164	5170	GO:0048788	ribbon	cytoskeleton of presynaptic active zone
5190	5200	GO:0005737	cytoplasm.	cytoplasm
5201	5214	GO:0044316	Cone pedicles	cone cell pedicle
5233	5241	GO:0007129	synapses	synapsis
5233	5241	GO:0007129	synapses	synapsis
5400	5409	GO:0009058	formation	biosynthetic process
5563	5578	GO:0006351	transcriptional	transcription, DNA-templated
5579	5589	GO:0065007	regulatory	biological regulation
5776	5783	GO:0007129	synapse	synapsis
5776	5783	GO:0007129	synapse	synapsis
5784	5794	GO:0009058	formation,	biosynthetic process
5784	5793	GO:0009058	formation	biosynthetic process
5784	5793	GO:0009058	formation	biosynthetic process
6196	6201	GO:0005623	cells	cell
6296	6311	GO:0007416	synaptogenesis.	synapse assembly
6731	6759	GO:0042461	photoreceptor morphogenesis,	photoreceptor cell development
7319	7331	GO:0005739	mitochondria	mitochondrion
7407	7412	GO:0019835	lysis	cytolysis
7450	7458	GO:0005773	vacuoles	vacuole
7721	7728	GO:0005634	nuclei.	nucleus
7912	7924	GO:0005739	mitochondria	mitochondrion
8085	8093	GO:0001917	segments	photoreceptor inner segmentinner
8151	8157	GO:0005929	cilium	cilium
8151	8157	GO:0005929	cilium	cilium
8210	8221	GO:0005874	microtubule	microtubule
8210	8221	GO:0005874	microtubule	microtubule
8726	8736	GO:0009058	formation,	biosynthetic process
8737	8749	GO:0042384	ciliogenesis	cilium assembly
9116	9128	GO:0042384	ciliogenesis	cilium assembly
