StartIndex	EndIndex	GO:ID	Term	OntoTerm
509	517	GO:0003675	proteins	obsolete protein
773	781	GO:0003675	proteins	obsolete protein
803	812	GO:0003675	proteins,	obsolete protein
945	954	GO:0003675	proteins.	obsolete protein
1204	1211	GO:0005488	binding	binding
1250	1258	GO:0004879	receptor	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA bindinghormone
1326	1333	GO:0003675	protein	obsolete protein
1371	1378	GO:0005819	spindle	spindle
1394	1402	GO:0003675	proteins	obsolete protein
1394	1402	GO:0003675	proteins	obsolete protein
1394	1402	GO:0003675	proteins	obsolete protein
1448	1468	GO:0006412	protein translation,	translation
1469	1483	GO:0006396	RNA processing	RNA processing
1488	1501	GO:0006351	transcription	transcription, DNA-templated
1541	1550	GO:0003675	proteins.	obsolete protein
1699	1708	GO:0003675	proteins,	obsolete protein
1725	1735	GO:0004879	receptors,	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA bindinghormone
1899	1909	GO:0005813	centrosome	centrosome
1973	1994	GO:0006338	chromatin remodeling,	chromatin remodeling
1995	2010	GO:0006351	transcriptional	transcription, DNA-templated
2052	2057	GO:0005623	cell.	cell
2853	2869	GO:0044215	other organisms.	other organism
3084	3091	GO:0003675	protein	obsolete protein
3184	3195	GO:0032502	development	developmental process
3252	3262	GO:0005694	chromosome	chromosome
3338	3344	GO:0004239	mapped	obsolete methionyl aminopeptidase activity
3359	3378	GO:0098687	chromosomal regions	chromosomal region
3388	3399	GO:0005694	chromosomes	chromosome
3451	3455	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
3451	3455	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
3451	3455	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
3451	3455	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
3480	3487	GO:0004239	mapping	obsolete methionyl aminopeptidase activity
4638	4654	GO:0044215	other organisms,	other organism
6324	6333	GO:0003675	proteins.	obsolete protein
6324	6332	GO:0003675	proteins	obsolete protein
6324	6332	GO:0003675	proteins	obsolete protein
6324	6333	GO:0003675	proteins.	obsolete protein
6480	6489	GO:0003675	proteins,	obsolete protein
6674	6681	GO:0003777	kinesin	microtubule motor activity
8081	8089	GO:0003675	protein.	obsolete protein
8629	8634	GO:0005623	cell.	cell
9375	9385	GO:0005694	chromosome	chromosome
9375	9385	GO:0005694	chromosome	chromosome
10262	10280	GO:0098687	chromosomal region	chromosomal region
11368	11376	GO:0003675	proteins	obsolete protein
12138	12144	GO:0045292	splice	mRNA cis splicing, via spliceosome
13543	13555	GO:0051179	localization	localization
13569	13576	GO:0003675	protein	obsolete protein
13584	13595	GO:0005813	centrosome.	centrosome
14394	14402	GO:0003675	proteins	obsolete protein
14394	14402	GO:0003675	proteins	obsolete protein
14702	14706	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
14702	14706	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
14804	14823	GO:0098687	chromosomal regions	chromosomal region
14804	14822	GO:0098687	chromosomal region	chromosomal region
15220	15230	GO:0005694	chromosome	chromosome
15220	15230	GO:0005694	chromosome	chromosome
15220	15230	GO:0005694	chromosome	chromosome
15220	15230	GO:0005694	chromosome	chromosome
15812	15816	GO:0004239	maps	obsolete methionyl aminopeptidase activity
16031	16042	GO:0005694	chromosomes	chromosome
16276	16280	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
16426	16436	GO:0005694	chromosome	chromosome
16614	16633	GO:0098687	chromosomal regions	chromosomal region
16944	16955	GO:0065007	regulation,	biological regulation
17923	17933	GO:0005694	chromosome	chromosome
18045	18052	GO:0004239	mapping	obsolete methionyl aminopeptidase activity
18453	18463	GO:0005694	chromosome	chromosome
18453	18463	GO:0005694	chromosome	chromosome
19550	19555	GO:0005007	FGFR,	fibroblast growth factor-activated receptor activity
19550	19554	GO:0005007	FGFR	fibroblast growth factor-activated receptor activity
19963	19972	GO:0009058	formation	biosynthetic process
20802	20811	GO:0009058	Formation	biosynthetic process
21111	21121	GO:0005694	chromosome	chromosome
21111	21121	GO:0005694	chromosome	chromosome
21579	21583	GO:0005488	bind	binding
21618	21626	GO:0003675	proteins	obsolete protein
21738	21743	GO:0005488	binds	binding
22662	22670	GO:0003675	proteins	obsolete protein
22662	22669	GO:0003675	protein	obsolete protein
22800	22808	GO:0003675	protein.	obsolete protein
22843	22851	GO:0003675	protein,	obsolete protein
23638	23645	GO:0005488	binding	binding
23682	23689	GO:0016585	complex	obsolete chromatin remodeling complexremodeling
23739	23748	GO:0003675	proteins,	obsolete protein
23739	23747	GO:0003675	proteins	obsolete protein
23878	23886	GO:0003675	protein,	obsolete protein
23878	23886	GO:0003675	protein,	obsolete protein
23878	23886	GO:0003675	protein,	obsolete protein
23925	23933	GO:0003675	protein.	obsolete protein
25104	25113	GO:0009058	synthesis	biosynthetic process
25517	25525	GO:0045292	splicing	mRNA cis splicing, via spliceosome
25705	25713	GO:0045292	splicing	mRNA cis splicing, via spliceosome
25705	25713	GO:0045292	splicing	mRNA cis splicing, via spliceosome
25705	25713	GO:0045292	splicing	mRNA cis splicing, via spliceosome
25705	25713	GO:0045292	splicing	mRNA cis splicing, via spliceosome
25796	25807	GO:0032502	development	developmental process
26455	26464	GO:0045292	splicing,	mRNA cis splicing, via spliceosome
26455	26463	GO:0045292	splicing	mRNA cis splicing, via spliceosome
26820	26827	GO:0008139	binding	nuclear localization sequence bindinglocalization signals and
