StartIndex	EndIndex	GO:ID	Term	OntoTerm
68	78	GO:0065007	Regulation	biological regulation
271	281	GO:0007049	cell cycle	cell cycle
300	305	GO:0016265	death	death
547	556	GO:0097194	apoptosis	execution phase of apoptosis
800	807	GO:0035003	(SACs),	subapical complex
1319	1325	GO:0005623	cells.	cell
1730	1747	GO:0008181	tumor suppressor,	obsolete tumor suppressor
1768	1773	GO:0016265	death	death
1768	1773	GO:0016265	death	death
1978	1983	GO:0005623	cells	cell
1978	1982	GO:0005623	cell	cell
1978	1982	GO:0005623	cell	cell
2044	2050	GO:0016265	death.	death
2120	2126	GO:0016265	death,	death
2286	2296	GO:0097194	apoptosis,	execution phase of apoptosis
2654	2674	GO:0030154	cell differentiation	cell differentiation
2956	2969	GO:0022008	neurogenesis.	neurogenesis
2974	2985	GO:0032502	development	developmental process
2974	2985	GO:0032502	development	developmental process
3060	3064	GO:0005623	cell	cell
3139	3144	GO:0005623	cells	cell
3201	3225	GO:0048468	terminal differentiation	cell development
3303	3313	GO:0007049	cell cycle	cell cycle
3303	3313	GO:0007049	cell cycle	cell cycle
3662	3674	GO:0044297	cell bodies,	cell body
4020	4030	GO:0008219	Cell Death	cell death
4056	4076	GO:0060041	Retinal development.	retina development in camera-type eye
4142	4150	GO:0005634	nuclei).	nucleus
4155	4166	GO:0044297	cell bodies	cell body
4222	4233	GO:0007049	cell cycle.	cell cycle
4600	4611	GO:0032502	Development	developmental process
4664	4674	GO:0007049	cell cycle	cell cycle
4679	4688	GO:0097194	apoptosis	execution phase of apoptosis
4900	4906	GO:0016265	death,	death
4929	4939	GO:0065007	regulation	biological regulation
5044	5048	GO:0007568	ages	aging
5066	5072	GO:0005634	nuclei	nucleus
5095	5102	GO:0051320	S-phase	S phase
5127	5136	GO:0097194	apoptosis	execution phase of apoptosis
5212	5218	GO:0005623	cells,	cell
5212	5217	GO:0005623	cells	cell
5278	5284	GO:0005623	cells.	cell
5671	5681	GO:0007049	cell cycle	cell cycle
5671	5675	GO:0005623	cell	cell
5671	5681	GO:0007049	cell cycle	cell cycle
5824	5830	GO:0005623	cells)	cell
5838	5847	GO:0097194	apoptosis	execution phase of apoptosis
5885	5892	GO:0005488	binding	binding
5885	5889	GO:0008134	bind	transcription factor bindingfactors that
5885	5889	GO:0005488	bind	binding
6017	6027	GO:0065007	regulatory	biological regulation
6086	6096	GO:0051726	regulators	regulation of cell cyclecycle
6142	6150	GO:0003675	proteins	obsolete protein
6282	6297	GO:0006351	transcriptional	transcription, DNA-templated
6374	6379	GO:0005488	bound	binding
6741	6755	GO:0016458	gene silencing	gene silencing
6787	6793	GO:0005623	cells.	cell
6828	6837	GO:0097194	apoptosis	execution phase of apoptosis
6828	6837	GO:0097194	apoptosis	execution phase of apoptosis
6828	6837	GO:0097194	apoptosis	execution phase of apoptosis
6828	6837	GO:0097194	apoptosis	execution phase of apoptosis
6828	6837	GO:0097194	apoptosis	execution phase of apoptosis
7417	7421	GO:0005623	cell	cell
7470	7475	GO:0016265	death	death
7885	7890	GO:0005623	cells	cell
7885	7890	GO:0005623	cells	cell
7993	7999	GO:0005623	cells,	cell
8396	8409	GO:0051179	localization.	localization
8821	8827	GO:0016265	death.	death
8821	8827	GO:0016265	death.	death
8993	8997	GO:0005623	cell	cell
9310	9323	GO:0009653	morphogenesis	anatomical structure morphogenesis
9476	9485	GO:0097194	apoptosis	execution phase of apoptosis
9554	9559	GO:0005623	cells	cell
9667	9672	GO:0016265	death	death
10073	10080	GO:0035003	(SACs).	subapical complex
10074	10078	GO:0035003	SACs	subapical complex
10183	10194	GO:0032502	development	developmental process
10547	10553	GO:0005623	cells,	cell
10762	10775	GO:0022008	neurogenesis.	neurogenesis
11196	11202	GO:0016265	death,	death
11390	11395	GO:0016265	Death	death
12158	12172	GO:0051301	cell division,	cell division
12414	12427	GO:0071897	DNA synthesis	DNA biosynthetic process
12895	12902	GO:0051320	S-phase	S phase
12895	12902	GO:0051320	S-phase	S phase
12903	12908	GO:0005623	cells	cell
12903	12908	GO:0005623	cells	cell
13129	13141	GO:0032502	development.	developmental process
13154	13161	GO:0007067	mitotic	mitotic nuclear division
13210	13220	GO:0003823	antibodies	antigen binding
13379	13386	GO:0007067	mitosis	mitotic nuclear division
13750	13760	GO:0097194	apoptosis,	execution phase of apoptosis
13799	13804	GO:0005623	cells	cell
13799	13804	GO:0005623	cells	cell
13799	13804	GO:0005623	cells	cell
13912	13917	GO:0016265	death	death
14022	14031	GO:0097194	apoptotic	execution phase of apoptosis
14500	14504	GO:0007568	ages	aging
14536	14542	GO:0005634	nuclei	nucleus
14589	14594	GO:0005623	cells	cell
14770	14776	GO:0005623	cells.	cell
14826	14832	GO:0005623	cells.	cell
15851	15861	GO:0007049	cell cycle	cell cycle
15851	15861	GO:0007049	cell cycle	cell cycle
15866	15876	GO:0097194	apoptosis.	execution phase of apoptosis
16412	16417	GO:0016265	death	death
16555	16565	GO:0007049	cell cycle	cell cycle
16555	16559	GO:0005623	cell	cell
16678	16684	GO:0005623	cells,	cell
16678	16683	GO:0005623	cells	cell
17174	17185	GO:0044297	cell bodies	cell body
18092	18101	GO:0097194	apoptosis	execution phase of apoptosis
18092	18101	GO:0097194	apoptosis	execution phase of apoptosis
18177	18182	GO:0005623	cells	cell
18177	18182	GO:0005623	cells	cell
18177	18182	GO:0005623	cells	cell
18177	18181	GO:0005623	cell	cell
18177	18182	GO:0005623	cells	cell
18954	18959	GO:0016265	death	death
19156	19165	GO:0003675	proteins,	obsolete protein
19905	19915	GO:0023052	signalling	signaling
19905	19911	GO:0023052	signal	signaling
19972	19977	GO:0005623	cells	cell
20003	20010	GO:0005623	cells),	cell
20053	20059	GO:0005623	cells.	cell
20511	20520	GO:0097194	apoptosis	execution phase of apoptosis
21241	21247	GO:0005623	cells,	cell
21241	21246	GO:0005623	cells	cell
21241	21245	GO:0005623	cell	cell
22455	22465	GO:0007049	Cell Cycle	cell cycle
22536	22540	GO:0005623	cell	cell
22597	22603	GO:0005623	cells.	cell
22708	22716	GO:0003675	proteins	obsolete protein
22893	22898	GO:0035003	SACs.	subapical complex
22982	22993	GO:0044297	cell bodies	cell body
22982	22993	GO:0044297	cell bodies	cell body
23478	23482	GO:0035003	SACs	subapical complex
23566	23572	GO:0005634	nuclei	nucleus
23709	23715	GO:0005634	nuclei	nucleus
23898	23909	GO:0044297	cell bodies	cell body
23898	23909	GO:0044297	cell bodies	cell body
23937	23949	GO:0044297	cell bodies,	cell body
24313	24318	GO:0035003	SACs,	subapical complex
24313	24317	GO:0035003	SACs	subapical complex
24313	24317	GO:0035003	SACs	subapical complex
24313	24317	GO:0035003	SACs	subapical complex
24313	24317	GO:0035003	SACs	subapical complex
24313	24317	GO:0035003	SACs	subapical complex
24313	24318	GO:0035003	SACs,	subapical complex
24564	24583	GO:0060041	retinal development	retina development in camera-type eye
24606	24613	GO:0007129	synapse	synapsis
24606	24613	GO:0007129	synapse	synapsis
24877	24887	GO:0031982	(vesicular	vesicle
25118	25129	GO:0044297	cell bodies	cell body
25188	25193	GO:0005623	cells	cell
25188	25193	GO:0005623	cells	cell
25188	25193	GO:0005623	cells	cell
25329	25345	GO:0008021	synaptic vesicle	synaptic vesicle
25346	25353	GO:0003675	protein	obsolete protein
25437	25446	GO:0030425	dendrites	dendrite
26370	26379	GO:0006810	transport	transport
26370	26379	GO:0006810	transport	transport
26370	26379	GO:0006810	transport	transport
26430	26434	GO:0035003	SACs	subapical complex
26430	26434	GO:0035003	SACs	subapical complex
26430	26434	GO:0035003	SACs	subapical complex
26448	26453	GO:0005623	cells	cell
26448	26453	GO:0005623	cells	cell
26448	26453	GO:0005623	cells	cell
26604	26613	GO:0030425	dendrites	dendrite
27066	27071	GO:0035003	SACs,	subapical complex
27066	27071	GO:0035003	SACs,	subapical complex
27152	27163	GO:0044297	cell bodies	cell body
27405	27415	GO:0044297	cell body,	cell body
27571	27583	GO:0044297	cell bodies,	cell body
27875	27879	GO:0035003	SACs	subapical complex
27930	27934	GO:0007568	ages	aging
27966	27972	GO:0005634	nuclei	nucleus
27966	27972	GO:0005634	nuclei	nucleus
27987	27994	GO:0007067	mitosis	mitotic nuclear division
27987	27994	GO:0007067	mitosis	mitotic nuclear division
27987	27994	GO:0007067	mitosis	mitotic nuclear division
28115	28122	GO:0007067	mitotic	mitotic nuclear division
28225	28235	GO:0008219	cell death	cell death
28447	28455	GO:0007067	mitosis,	mitotic nuclear division
28456	28467	GO:0008219	cell death,	cell death
28514	28519	GO:0005623	cells	cell
28621	28627	GO:0005634	nuclei	nucleus
28718	28723	GO:0005623	cells	cell
28822	28828	GO:0005634	nuclei	nucleus
