StartIndex	EndIndex	GO:ID	Term	OntoTerm
0	8	GO:0016020	Membrane	membrane
98	102	GO:0005623	cell	cell
663	669	GO:0005623	cells,	cell
894	900	GO:0005623	cells.	cell
989	993	GO:0007568	aged	aging
1094	1101	GO:0040007	growth;	growth
1114	1123	GO:0006810	transport	transport
1161	1176	GO:0003824	enzyme activity	catalytic activity
1257	1268	GO:0006897	endocytosis	endocytosis
1294	1306	GO:0005739	mitochondria	mitochondrion
1486	1508	GO:0031090	intracellular membrane	organelle membrane
1922	1927	GO:0016265	death	death
1974	1986	GO:0005694	chromosomes)	chromosome
2144	2151	GO:0003675	protein	obsolete protein
2253	2266	GO:0044754	autolysosomes	autolysosome
2319	2331	GO:0016467	ATP synthase	obsolete hydrogen-translocating F-type ATPase activity
2446	2451	GO:0005623	cells	cell
2665	2672	GO:0003675	protein	obsolete protein
2813	2821	GO:0005764	lysosome	lysosome
2832	2841	GO:0031982	vesicular	vesicle
2998	3009	GO:0042592	homeostasis	homeostatic process
3025	3034	GO:0006865	transport	amino acid transportacid
3061	3073	GO:0009405	pathogenesis	pathogenesis
3300	3310	GO:0003823	antibodies	antigen binding
3474	3478	GO:0005623	cell	cell
3756	3760	GO:0005623	cell	cell
3825	3846	GO:0008150	biological processes.	biological_process
3974	3979	GO:0005623	cells	cell
4043	4051	GO:0016020	membrane	membrane
4043	4051	GO:0016020	membrane	membrane
4052	4062	GO:0043226	organelles	organelle
4165	4171	GO:0005623	cells.	cell
4234	4238	GO:0005623	cell	cell
4297	4301	GO:0005623	cell	cell
4297	4301	GO:0005623	cell	cell
4297	4301	GO:0005623	cell	cell
4652	4658	GO:0040007	Growth	growth
5046	5059	GO:0051301	cell division	cell division
5072	5077	GO:0005623	cells	cell
5478	5483	GO:0005623	cells	cell
5478	5483	GO:0005623	cells	cell
5478	5483	GO:0005623	cells	cell
5478	5483	GO:0005623	cells	cell
5478	5482	GO:0005623	cell	cell
5554	5564	GO:0003823	antibodies	antigen binding
5634	5638	GO:0045101	GFAP	obsolete glial fibrillary acidic protein
5828	5839	GO:0044297	cell bodies	cell body
6268	6273	GO:0005623	cells	cell
6268	6273	GO:0005623	cells	cell
6268	6273	GO:0005623	cells	cell
6268	6273	GO:0005623	cells	cell
6268	6273	GO:0005623	cells	cell
6424	6431	GO:0003675	protein	obsolete protein
6460	6468	GO:0003823	antibody	antigen binding
6558	6564	GO:0005623	cells,	cell
6558	6564	GO:0005623	cells,	cell
6558	6564	GO:0005623	cells,	cell
6558	6564	GO:0005623	cells,	cell
6965	6987	GO:0031410	cytoplasmic, vesicular	cytoplasmic vesicle
7031	7037	GO:0005623	cells.	cell
7044	7050	GO:0023052	signal	signaling
7044	7050	GO:0023052	signal	signaling
7263	7283	GO:0055037	recycling endosomes,	recycling endosome
7886	7891	GO:0005623	cells	cell
7886	7890	GO:0005623	cell	cell
7886	7890	GO:0005623	cell	cell
8103	8107	GO:0031672	band	A band
8103	8107	GO:0031672	band	A band
8448	8453	GO:0005623	cells	cell
8602	8611	GO:0005764	lysosomes	lysosome
8622	8637	GO:0005769	early endosomes	early endosome
8650	8664	GO:0005770	late endosomes	late endosome
