StartIndex	EndIndex	GO:ID	Term	OntoTerm
57	70	GO:0001739	Sex Chromatin	sex chromatin
91	103	GO:0007140	Male Meiosis	male meiosis
115	128	GO:0048229	Gametogenesis	gametophyte development
200	220	GO:0030154	cell differentiation	cell differentiation
282	297	GO:0000803	sex chromosomes	sex chromosome
395	402	GO:0051321	meiotic	meiotic cell cycle
395	402	GO:0051321	meiotic	meiotic cell cycle
395	402	GO:0051321	meiotic	meiotic cell cycle
395	402	GO:0051321	meiotic	meiotic cell cycle
403	412	GO:0051324	prophase.	prophase
403	411	GO:0051324	prophase	prophase
427	436	GO:0009058	formation	biosynthetic process
442	465	GO:1990343	heterochromatin domain,	heterochromatin domain
442	457	GO:0000792	heterochromatin	heterochromatin
448	457	GO:0000785	chromatin	chromatin
470	478	GO:0001741	XY body.	XY body
470	477	GO:0001741	XY body	XY body
470	477	GO:0001741	XY body	XY body
470	477	GO:0001741	XY body	XY body
470	477	GO:0001741	XY body	XY body
510	519	GO:0051324	prophase,	prophase
536	549	GO:0001739	sex chromatin	sex chromatin
536	549	GO:0001739	sex chromatin	sex chromatin
536	549	GO:0001739	sex chromatin	sex chromatin
536	549	GO:0001739	sex chromatin	sex chromatin
536	549	GO:0001739	sex chromatin	sex chromatin
595	603	GO:0051321	meiosis.	meiotic cell cycle
595	602	GO:0051321	meiosis	meiotic cell cycle
666	673	GO:0003675	protein	obsolete protein
666	673	GO:0003675	protein	obsolete protein
807	816	GO:0000239	pachytene	pachytene
863	876	GO:0007140	male meiosis.	male meiosis
1043	1048	GO:0005623	cells	cell
1043	1048	GO:0005623	cells	cell
1057	1066	GO:0097194	apoptosis	execution phase of apoptosis
1369	1381	GO:0051179	localization	localization
1651	1674	GO:0009048	chromosome inactivation	dosage compensation by inactivation of X chromosome
1857	1871	GO:0001739	sex chromatin.	sex chromatin
1987	1998	GO:0032502	development	developmental process
2278	2285	GO:0051321	meiotic	meiotic cell cycle
2310	2322	GO:0007281	development.	germ cell developmentcell
2391	2404	GO:0000806	Y chromosomes	Y chromosome
2445	2453	GO:0001741	XY body.	XY body
2445	2452	GO:0001741	XY body	XY body
2445	2452	GO:0001741	XY body	XY body
2473	2480	GO:0003675	protein	obsolete protein
2500	2505	GO:0005623	cells	cell
2544	2552	GO:0051321	meiosis,	meiotic cell cycle
2544	2552	GO:0051321	meiosis,	meiotic cell cycle
2666	2674	GO:0003675	proteins	obsolete protein
2737	2746	GO:0000239	pachytene	pachytene
2751	2760	GO:0000240	diplotene	diplotene
2805	2818	GO:0001739	sex chromatin	sex chromatin
3002	3012	GO:0065007	regulation	biological regulation
3174	3194	GO:0019953	sexual reproduction.	sexual reproduction
3174	3193	GO:0019953	sexual reproduction	sexual reproduction
3479	3496	GO:0007338	zygote formation.	single fertilization
3656	3663	GO:0051321	meiosis	meiotic cell cycle
3656	3663	GO:0051321	meiosis	meiotic cell cycle
3656	3663	GO:0051321	meiosis	meiotic cell cycle
3656	3663	GO:0051321	meiosis	meiotic cell cycle
3656	3663	GO:0051321	meiosis	meiotic cell cycle
3706	3719	GO:0009793	embryogenesis	embryo development ending in seed dormancy
3970	3972	GO:0007128	I.	meiotic prophase Iprophase
3979	3987	GO:0003006	puberty,	developmental process involved in reproduction
4026	4036	GO:0030728	ovulation,	ovulation
4058	4067	GO:0051323	metaphase	metaphase
4103	4116	GO:0009566	fertilization	fertilization
4142	4154	GO:0007140	male meiosis	male meiosis
4142	4154	GO:0007140	male meiosis	male meiosis
4396	4403	GO:0051321	meiotic	meiotic cell cycle
4396	4403	GO:0051321	meiotic	meiotic cell cycle
4396	4403	GO:0051321	meiotic	meiotic cell cycle
4441	4451	GO:0005694	chromosome	chromosome
4460	4471	GO:0007129	(synapsis),	synapsis
4574	4581	GO:0051321	meiosis	meiotic cell cycle
4875	4885	GO:0065007	regulatory	biological regulation
5014	5030	GO:0000803	sex chromosomes,	sex chromosome
5018	5029	GO:0005694	chromosomes	chromosome
5018	5028	GO:0005694	chromosome	chromosome
5242	5254	GO:0009048	inactivation	dosage compensation by inactivation of X chromosomechromosome
5364	5366	GO:0007128	I,	meiotic prophase IIn prophase
5399	5406	GO:0007129	synapse	synapsis
5450	5462	GO:0000806	Y chromosome	Y chromosome
5632	5650	GO:0098687	chromosome regions	chromosomal region
5685	5694	GO:0000785	chromatin	chromatin
5713	5720	GO:0001741	XY body	XY body
5713	5720	GO:0001741	XY body	XY body
5830	5842	GO:0007140	male meiotic	male meiosis
5870	5878	GO:0003675	proteins	obsolete protein
5911	5919	GO:0001741	XY body,	XY body
5911	5919	GO:0001741	XY body,	XY body
5911	5918	GO:0001741	XY body	XY body
6086	6101	GO:0000803	sex chromosomes	sex chromosome
6153	6160	GO:0051321	meiotic	meiotic cell cycle
6165	6188	GO:0009048	chromosome inactivation	dosage compensation by inactivation of X chromosome
6305	6319	GO:0007286	spermiogenesis	spermatid development
6393	6402	GO:0000785	chromatin	chromatin
6423	6436	GO:0001739	sex chromatin	sex chromatin
6423	6436	GO:0001739	sex chromatin	sex chromatin
6608	6632	GO:0032502	developmental processes,	developmental process
6608	6619	GO:0032502	development	developmental process
7934	7938	GO:0004239	maps	obsolete methionyl aminopeptidase activity
7945	7954	GO:0030849	autosomal	autosome
8015	8037	GO:0008584	testicular development	male gonad development
8329	8348	GO:0008406	gonadal development	gonad development
8594	8606	GO:0035282	segmentation	segmentation
8902	8909	GO:0003675	protein	obsolete protein
8936	8941	GO:0005623	cells	cell
8978	8985	GO:0001741	XY body	XY body
8994	9003	GO:0000239	pachytene	pachytene
8994	9003	GO:0000239	pachytene	pachytene
9188	9195	GO:0051321	meiotic	meiotic cell cycle
9188	9195	GO:0051321	meiotic	meiotic cell cycle
9196	9204	GO:0051324	prophase	prophase
9297	9310	GO:0001739	sex chromatin	sex chromatin
9301	9310	GO:0000785	chromatin	chromatin
9486	9495	GO:0051324	prophase.	prophase
9526	9534	GO:0003675	Proteins	obsolete protein
9605	9612	GO:0051321	meiotic	meiotic cell cycle
9811	9818	GO:0051321	meiosis	meiotic cell cycle
9866	9875	GO:0000239	pachytene	pachytene
9866	9875	GO:0000239	pachytene	pachytene
10309	10327	GO:0008584	testis development	male gonad development
10477	10492	GO:0007283	spermatogenesis	spermatogenesis
10551	10558	GO:0003675	Protein	obsolete protein
10782	10798	GO:0007283	spermatogenesis.	spermatogenesis
10897	10904	GO:0003675	protein	obsolete protein
10987	10995	GO:0003823	antibody	antigen binding
11053	11065	GO:0051179	localization	localization
11069	11077	GO:0001741	XY body.	XY body
11069	11077	GO:0001741	XY body.	XY body
11126	11136	GO:0003823	antibodies	antigen binding
11295	11304	GO:0000239	pachytene	pachytene
11324	11334	GO:0001741	XY bodies.	XY body
11357	11364	GO:0003675	protein	obsolete protein
11357	11364	GO:0003675	protein	obsolete protein
11357	11364	GO:0003675	protein	obsolete protein
11393	11401	GO:0003823	antibody	antigen binding
11393	11401	GO:0003823	antibody	antigen binding
11393	11401	GO:0003823	antibody	antigen binding
11440	11448	GO:0003675	protein.	obsolete protein
11573	11582	GO:0003675	proteins.	obsolete protein
11708	11717	GO:0000239	pachytene	pachytene
12332	12341	GO:0000239	pachytene	pachytene
12386	12394	GO:0001741	XY body,	XY body
12386	12394	GO:0001741	XY body,	XY body
12386	12393	GO:0001741	XY body	XY body
12386	12393	GO:0001741	XY body	XY body
12386	12393	GO:0001741	XY body	XY body
12386	12393	GO:0001741	XY body	XY body
12386	12393	GO:0001741	XY body	XY body
12386	12393	GO:0001741	XY body	XY body
12427	12436	GO:0000785	chromatin	chromatin
12461	12477	GO:0000803	sex chromosomes.	sex chromosome
12492	12507	GO:0006351	transcriptional	transcription, DNA-templated
12595	12603	GO:0051324	prophase	prophase
12617	12629	GO:0007140	male meiosis	male meiosis
12652	12659	GO:0003675	protein	obsolete protein
12652	12659	GO:0003675	protein	obsolete protein
12996	13008	GO:0051179	localization	localization
12996	13008	GO:0051179	localization	localization
13442	13449	GO:0051321	meiotic	meiotic cell cycle
13523	13531	GO:0003823	antibody	antigen binding
13590	13600	GO:0002177	manchette.	manchette
13882	13887	GO:0005623	cells	cell
13882	13886	GO:0005623	cell	cell
13882	13887	GO:0005623	cells	cell
13882	13886	GO:0005623	cell	cell
15116	15123	GO:0003675	protein	obsolete protein
15116	15123	GO:0003675	protein	obsolete protein
15154	15161	GO:0051321	meiotic	meiotic cell cycle
15412	15425	GO:0048229	Gametogenesis	gametophyte development
15653	15662	GO:0007610	behavior.	behavior
16032	16050	GO:0008584	testis development	male gonad development
16160	16176	GO:0007283	spermatogenesis.	spermatogenesis
16383	16390	GO:0051321	meiotic	meiotic cell cycle
16383	16390	GO:0051321	meiotic	meiotic cell cycle
16396	16401	GO:0005623	cells	cell
16396	16401	GO:0005623	cells	cell
16396	16401	GO:0005623	cells	cell
16396	16401	GO:0005623	cells	cell
17009	17016	GO:0097649	tubules	A axonemal microtubule
17009	17016	GO:0097649	tubules	A axonemal microtubule
17223	17229	GO:0005634	nuclei	nucleus
17250	17259	GO:0097194	apoptotic	execution phase of apoptosis
17324	17333	GO:0097194	Apoptosis	execution phase of apoptosis
17706	17713	GO:0097649	tubules	A axonemal microtubule
17706	17713	GO:0097649	tubules	A axonemal microtubule
17766	17771	GO:0005623	cells	cell
17785	17794	GO:0097194	apoptotic	execution phase of apoptosis
18068	18077	GO:0097194	apoptotic	execution phase of apoptosis
18078	18084	GO:0005623	cells.	cell
18078	18083	GO:0005623	cells	cell
18142	18151	GO:0097194	Apoptotic	execution phase of apoptosis
18352	18358	GO:0005623	cells,	cell
18352	18357	GO:0005623	cells	cell
18352	18357	GO:0005623	cells	cell
18352	18357	GO:0005623	cells	cell
18352	18357	GO:0005623	cells	cell
18434	18444	GO:0097194	apoptosis.	execution phase of apoptosis
18434	18443	GO:0097194	apoptosis	execution phase of apoptosis
18434	18443	GO:0097194	apoptosis	execution phase of apoptosis
18501	18510	GO:0097194	apoptotic	execution phase of apoptosis
