StartIndex	EndIndex	GO:ID	Term	OntoTerm
682	691	GO:0003675	proteins,	obsolete protein
797	807	GO:0046903	secretion.	secretion
1648	1657	GO:0046903	secretion	secretion
1773	1782	GO:0046903	secretion	secretion
1773	1782	GO:0046903	secretion	secretion
1773	1782	GO:0046903	secretion	secretion
1773	1782	GO:0046903	secretion	secretion
2206	2229	GO:0042632	cholesterol homeostasis	cholesterol homeostasis
2307	2316	GO:0008152	metabolic	metabolic process
3210	3220	GO:0030849	autosomal,	autosome
4066	4075	GO:0007588	excretion	excretion
4150	4159	GO:0046903	secretion	secretion
4357	4365	GO:0016020	membrane	membrane
4432	4439	GO:0004239	mapping	obsolete methionyl aminopeptidase activity
4467	4477	GO:0005694	chromosome	chromosome
4702	4710	GO:0003675	proteins	obsolete protein
4702	4710	GO:0003675	proteins	obsolete protein
4702	4710	GO:0003675	proteins	obsolete protein
4702	4710	GO:0003675	proteins	obsolete protein
5281	5294	GO:0044214	transmembrane	spanning component of plasma membrane
5281	5294	GO:0044214	transmembrane	spanning component of plasma membrane
5372	5389	GO:0042626	ABC transporters.	ATPase activity, coupled to transmembrane movement of substances
5873	5877	GO:0005623	cell	cell
6119	6123	GO:0004235	pump	obsolete matrilysin activity
6147	6168	GO:0051641	cellular localization	cellular localization
6723	6732	GO:0046903	secretion	secretion
6723	6732	GO:0046903	secretion	secretion
6723	6732	GO:0046903	secretion	secretion
6747	6768	GO:0050892	intestinal absorption	intestinal absorption
7177	7187	GO:0046903	secretion,	secretion
7447	7451	GO:0005623	cell	cell
8377	8382	GO:0005623	cells	cell
8377	8381	GO:0005623	cell	cell
8377	8382	GO:0005623	cells	cell
8377	8381	GO:0005623	cell	cell
8377	8381	GO:0005623	cell	cell
9159	9164	GO:0005623	cells	cell
10266	10271	GO:0019835	lysis	cytolysis
10344	10354	GO:0004196	Proteinase	obsolete saccharopepsin activity
11582	11591	GO:0016020	membrane.	membrane
12105	12126	GO:0001171	Reverse Transcription	reverse transcription
12178	12186	GO:0045292	splicing	mRNA cis splicing, via spliceosome
12405	12414	GO:0009058	Synthesis	biosynthetic process
13215	13224	GO:0009058	Synthesis	biosynthetic process
13660	13681	GO:0001171	reverse transcription	reverse transcription
14435	14446	GO:0004600	cyclophilin	obsolete cyclophilin
14754	14766	GO:0004600	cyclophilin.	obsolete cyclophilin
15143	15147	GO:0033867	fast	Fas-activated serine/threonine kinase activity
15148	15155	GO:0003675	protein	obsolete protein
15199	15207	GO:0033867	fasting,	Fas-activated serine/threonine kinase activity
15199	15203	GO:0033867	fast	Fas-activated serine/threonine kinase activity
15589	15596	GO:0003675	protein	obsolete protein
15803	15807	GO:0033867	fast	Fas-activated serine/threonine kinase activity
17171	17190	GO:0002377	antibody production	immunoglobulin production
17240	17250	GO:0003823	antibodies	antigen binding
17240	17250	GO:0003823	antibodies	antigen binding
17525	17534	GO:0016020	membranes	membrane
17646	17651	GO:0019835	lysis	cytolysis
17646	17651	GO:0019835	lysis	cytolysis
18272	18288	GO:0005886	Plasma membranes	plasma membrane
18333	18340	GO:0003675	Protein	obsolete protein
18395	18402	GO:0003675	protein	obsolete protein
18569	18577	GO:0003675	Proteins	obsolete protein
18634	18644	GO:0016020	membranes.	membrane
18645	18654	GO:0016020	Membranes	membrane
18793	18801	GO:0003823	antibody	antigen binding
19698	19706	GO:0003823	antibody	antigen binding
19698	19706	GO:0003823	antibody	antigen binding
19698	19706	GO:0003823	antibody	antigen binding
19698	19706	GO:0003823	antibody	antigen binding
19769	19774	GO:0004617	serum	phosphoglycerate dehydrogenase activity
19769	19774	GO:0004617	serum	phosphoglycerate dehydrogenase activity
21068	21073	GO:0005623	cells	cell
21081	21086	GO:0005623	cells	cell
21081	21086	GO:0005623	cells	cell
21081	21086	GO:0005623	cells	cell
21081	21086	GO:0005623	cells	cell
21081	21086	GO:0005623	cells	cell
21081	21086	GO:0005623	cells	cell
21631	21636	GO:0004617	serum	phosphoglycerate dehydrogenase activity
22045	22053	GO:0003823	antibody	antigen binding
22165	22177	GO:0071736	IgG antibody	IgG immunoglobulin complex, circulating
22194	22199	GO:0005623	Cells	cell
22777	22786	GO:0046903	secretion	secretion
22810	22820	GO:0046903	secretion,	secretion
23619	23634	GO:0003824	enzyme activity	catalytic activity
23648	23658	GO:0005792	microsomes	obsolete microsome
23883	23893	GO:0005792	Microsomes	obsolete microsome
24007	24014	GO:0051235	storage	maintenance of location
24680	24688	GO:0003675	protein.	obsolete protein
26296	26305	GO:0045292	splicing,	mRNA cis splicing, via spliceosome
26381	26385	GO:0005623	cell	cell
27240	27248	GO:0045292	splicing	mRNA cis splicing, via spliceosome
27320	27327	GO:0003675	protein	obsolete protein
27790	27798	GO:0003675	protein,	obsolete protein
30461	30467	GO:0033867	fasted	Fas-activated serine/threonine kinase activity
31102	31110	GO:0003675	proteins	obsolete protein
31299	31314	GO:0010467	gene expression	gene expression
31319	31334	GO:0003824	enzyme activity	catalytic activity
31468	31486	GO:0016125	sterol metabolism,	sterol metabolic process
32327	32342	GO:0003824	enzyme activity	catalytic activity
32334	32342	GO:0042282	activity	hydroxymethylglutaryl-CoA reductase activityreductase
32334	32342	GO:0042282	activity	hydroxymethylglutaryl-CoA reductase activityreductase
33051	33063	GO:0051179	Localization	localization
33073	33080	GO:0003675	protein	obsolete protein
33313	33321	GO:0003823	antibody	antigen binding
33313	33321	GO:0003823	antibody	antigen binding
33313	33321	GO:0003823	antibody	antigen binding
33313	33321	GO:0003823	antibody	antigen binding
33313	33321	GO:0003823	antibody	antigen binding
33313	33321	GO:0003823	antibody	antigen binding
33488	33498	GO:0003823	antibodies	antigen binding
33488	33498	GO:0003823	antibodies	antigen binding
33488	33498	GO:0003823	antibodies	antigen binding
33643	33651	GO:0016020	membrane	membrane
33864	33871	GO:0003675	protein	obsolete protein
33973	33982	GO:0003823	antibody,	antigen binding
33992	33996	GO:0031672	band	A band
33992	33996	GO:0031672	band	A band
33992	33996	GO:0031672	band	A band
33992	33996	GO:0031672	band	A band
33992	33996	GO:0031672	band	A band
34454	34462	GO:0000224	PNGase F	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity
34741	34746	GO:0031672	band.	A band
34814	34825	GO:0003823	antibodies.	antigen binding
34864	34872	GO:0003823	antibody	antigen binding
34864	34872	GO:0003823	antibody	antigen binding
34864	34872	GO:0003823	antibody	antigen binding
34931	34937	GO:0005623	cells,	cell
34931	34936	GO:0005623	cells	cell
35803	35811	GO:0003823	antibody	antigen binding
35803	35811	GO:0003823	antibody	antigen binding
35803	35811	GO:0003823	antibody	antigen binding
35803	35811	GO:0003823	antibody	antigen binding
36217	36232	GO:0042626	ABC transporter	ATPase activity, coupled to transmembrane movement of substances
36356	36364	GO:0003675	proteins	obsolete protein
36886	36895	GO:0046903	secretion	secretion
37197	37206	GO:0046903	secretion	secretion
37197	37206	GO:0046903	secretion	secretion
37197	37206	GO:0046903	secretion	secretion
37197	37206	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37511	37520	GO:0046903	secretion	secretion
37573	37583	GO:0046903	secretion,	secretion
38780	38790	GO:0046903	secretion.	secretion
41000	41017	GO:0003824	enzyme activities	catalytic activity
41155	41165	GO:0006699	synthesis,	bile acid biosynthetic processacid
41486	41495	GO:0046903	secretion	secretion
41486	41495	GO:0046903	secretion	secretion
41486	41495	GO:0046903	secretion	secretion
41486	41495	GO:0046903	secretion	secretion
43273	43288	GO:0003824	enzyme activity	catalytic activity
43273	43288	GO:0003824	enzyme activity	catalytic activity
44268	44275	GO:0003675	protein	obsolete protein
44294	44304	GO:0046903	secretion.	secretion
44294	44303	GO:0046903	secretion	secretion
44294	44304	GO:0046903	secretion.	secretion
44294	44303	GO:0046903	secretion	secretion
44294	44303	GO:0046903	secretion	secretion
44294	44303	GO:0046903	secretion	secretion
44374	44384	GO:0007588	excretion,	excretion
45405	45413	GO:0003675	proteins	obsolete protein
45405	45413	GO:0003675	proteins	obsolete protein
46316	46325	GO:0046903	secretion	secretion
46316	46325	GO:0046903	secretion	secretion
46316	46325	GO:0046903	secretion	secretion
46522	46529	GO:0003675	protein	obsolete protein
47074	47080	GO:0004239	mapped	obsolete methionyl aminopeptidase activity
47730	47734	GO:0005623	cell	cell
47888	47899	GO:0003823	antibodies,	antigen binding
48126	48148	GO:0005783	endoplasmic reticulum.	endoplasmic reticulum
48305	48313	GO:0003823	antibody	antigen binding
48305	48313	GO:0003823	antibody	antigen binding
48362	48374	GO:0051179	localization	localization
48425	48433	GO:0003675	proteins	obsolete protein
48425	48433	GO:0003675	proteins	obsolete protein
