StartIndex	EndIndex	GO:ID	Term	OntoTerm
1278	1286	GO:0003675	proteins	obsolete protein
1471	1485	GO:0009566	fertilization,	fertilization
1486	1496	GO:0007519	myogenesis	skeletal muscle tissue development
1501	1513	GO:0022008	neurogenesis	neurogenesis
1517	1528	GO:0006508	proteolysis	proteolysis
1617	1630	GO:0005576	extracellular	extracellular region
1797	1802	GO:0005154	alpha	epidermal growth factor receptor bindinggrowth factor
1985	1998	GO:0009793	embryogenesis	embryo development ending in seed dormancy
2106	2126	GO:0007160	cell-matrix adhesion	cell-matrix adhesion
2171	2181	GO:0015023	syndecans.	obsolete syndecan
2246	2259	GO:0007155	cell adhesion	cell adhesion
2918	2925	GO:0003675	protein	obsolete protein
2946	2958	GO:0009986	cell surface	cell surface
3089	3094	GO:0016265	death	death
3386	3399	GO:0005576	extracellular	extracellular region
3453	3469	GO:0005178	integrin binding	integrin binding
4096	4103	GO:0003675	protein	obsolete protein
4096	4103	GO:0003675	protein	obsolete protein
4096	4103	GO:0003675	protein	obsolete protein
4096	4103	GO:0003675	protein	obsolete protein
4551	4560	GO:0003823	antibody,	antigen binding
5549	5563	GO:0009793	embryogenesis.	embryo development ending in seed dormancy
6410	6416	GO:0023052	signal	signaling
6410	6416	GO:0023052	signal	signaling
7242	7256	GO:0016477	cell migration	cell migration
7735	7752	GO:0032288	myelin formation.	myelin assembly
8004	8015	GO:0042552	myelination	myelination
8110	8116	GO:0030424	axons,	axon
8110	8115	GO:0030424	axons	axon
8480	8486	GO:0005634	nuclei	nucleus
8616	8622	GO:0023052	signal	signaling
11642	11656	GO:0042552	myelinogenesis	myelination
11847	11852	GO:0016265	death	death
11847	11852	GO:0016265	death	death
11847	11852	GO:0016265	death	death
12314	12331	GO:0007420	brain development	brain development
12421	12427	GO:0016538	cyclin	cyclin-dependent protein serine/threonine kinase regulator activity
12466	12484	GO:0001764	neuronal migration	neuron migration
12513	12520	GO:0003675	protein	obsolete protein
12541	12553	GO:0009986	cell surface	cell surface
12690	12709	GO:0001764	neuronal migration.	neuron migration
12690	12709	GO:0001764	neuronal migration.	neuron migration
13090	13099	GO:0007585	breathing	respiratory gaseous exchange
13137	13148	GO:0007585	respiration	respiratory gaseous exchange
13137	13148	GO:0007585	respiration	respiratory gaseous exchange
13844	13860	GO:0032288	myelin formation	myelin assembly
13844	13860	GO:0032288	myelin formation	myelin assembly
14360	14376	GO:0014037	differentiation,	Schwann cell differentiationcell
14703	14719	GO:0032288	myelin formation	myelin assembly
14703	14719	GO:0032288	myelin formation	myelin assembly
14703	14719	GO:0032288	myelin formation	myelin assembly
14779	14796	GO:0032288	myelin formation,	myelin assembly
15177	15182	GO:0030424	axons	axon
15177	15182	GO:0030424	axons	axon
15447	15454	GO:0023052	signals	signaling
15490	15507	GO:0032288	myelin formation.	myelin assembly
16024	16042	GO:0003674	molecular function	molecular_function
16905	16910	GO:0005623	cells	cell
17527	17532	GO:0007618	mated	mating
17980	17999	GO:0002377	Antibody production	immunoglobulin production
18038	18045	GO:0003675	protein	obsolete protein
18038	18045	GO:0003675	protein	obsolete protein
18038	18045	GO:0003675	protein	obsolete protein
18038	18045	GO:0003675	protein	obsolete protein
18038	18045	GO:0003675	protein	obsolete protein
18610	18615	GO:0005488	bound	binding
18610	18615	GO:0005488	bound	binding
18616	18626	GO:0003823	antibodies	antigen binding
18616	18626	GO:0003823	antibodies	antigen binding
18770	18779	GO:0003823	antibody,	antigen binding
18770	18778	GO:0003823	antibody	antigen binding
18808	18816	GO:0003675	proteins	obsolete protein
19007	19014	GO:0003675	protein	obsolete protein
19071	19076	GO:0019835	lysis	cytolysis
19198	19202	GO:0005623	cell	cell
19198	19202	GO:0005623	cell	cell
19446	19455	GO:0016020	membrane.	membrane
19500	19508	GO:0003823	antibody	antigen binding
19500	19508	GO:0003823	antibody	antigen binding
19564	19569	GO:0005488	Bound	binding
19570	19580	GO:0003823	antibodies	antigen binding
19777	19782	GO:0005623	cells	cell
21277	21290	GO:0044214	transmembrane	spanning component of plasma membrane
22510	22520	GO:0003823	antibodies	antigen binding
22787	22793	GO:0005634	Nuclei	nucleus
22988	22999	GO:0003823	antibodies:	antigen binding
24133	24153	GO:0002377	antibody production,	immunoglobulin production
25554	25561	GO:0003675	protein	obsolete protein
25663	25672	GO:0003823	antibody.	antigen binding
26225	26232	GO:0023052	signals	signaling
26225	26232	GO:0023052	signals	signaling
26873	26881	GO:0003823	antibody	antigen binding
27848	27853	GO:0030424	axons	axon
