StartIndex	EndIndex	GO:ID	Term	OntoTerm
15	22	GO:0003675	protein	obsolete protein
491	499	GO:0003675	proteins	obsolete protein
880	892	GO:0043473	pigmentation	pigmentation
978	987	GO:0016020	membranes	membrane
1009	1014	GO:0005623	cells	cell
1009	1014	GO:0005623	cells	cell
1009	1014	GO:0005623	cells	cell
1070	1076	GO:0097612	sulcus	dinoflagellate sulcus
1086	1092	GO:0005623	cells.	cell
1086	1092	GO:0005623	cells.	cell
1569	1576	GO:0003675	protein	obsolete protein
1672	1681	GO:0046903	secretion	secretion
1780	1792	GO:0005921	gap junction	gap junction
1895	1902	GO:0003675	protein	obsolete protein
2224	2231	GO:0003675	protein	obsolete protein
2444	2451	GO:0003006	puberty	developmental process involved in reproduction
2573	2589	GO:0015705	iodide transport	iodide transport
2608	2616	GO:0016020	membrane	membrane
2822	2831	GO:0015297	exchanger	antiporter activity
2841	2850	GO:0006810	transport	transport
3437	3444	GO:0003675	protein	obsolete protein
3764	3772	GO:0003675	proteins	obsolete protein
3818	3825	GO:0007605	hearing	sensory perception of sound
4008	4016	GO:0003823	antibody	antigen binding
4029	4040	GO:0032502	development	developmental process
4784	4796	GO:0043473	pigmentation	pigmentation
4913	4921	GO:0003675	proteins	obsolete protein
4987	4996	GO:0006810	transport	transport
5078	5087	GO:0046903	secretion	secretion
5897	5907	GO:0003823	antibodies	antigen binding
5897	5907	GO:0003823	antibodies	antigen binding
6552	6567	GO:0005884	Actin filaments	actin filament
6992	7005	GO:0043473	pigmentation.	pigmentation
7720	7729	GO:0007586	digestion	digestion
9319	9325	GO:0040007	growth	growth
10360	10367	GO:0023052	signals	signaling
11831	11836	GO:0005623	cells	cell
11831	11836	GO:0005623	cells	cell
11831	11836	GO:0005623	cells	cell
11927	11933	GO:0097612	sulcus	dinoflagellate sulcus
11927	11933	GO:0097612	sulcus	dinoflagellate sulcus
11976	11983	GO:0003675	protein	obsolete protein
12132	12140	GO:0003823	antibody	antigen binding
12132	12140	GO:0003823	antibody	antigen binding
12332	12338	GO:0005623	cells,	cell
12419	12428	GO:0016020	membranes	membrane
12419	12428	GO:0016020	membranes	membrane
12532	12536	GO:0044464	part	cell partthat are
12703	12712	GO:0006810	transport	transport
12809	12827	GO:0004089	carbonic anhydrase	carbonate dehydratase activity
13012	13021	GO:0046903	secretion	secretion
13012	13021	GO:0046903	secretion	secretion
13205	13225	GO:0008104	Protein localization	protein localization
13538	13544	GO:0005623	cells,	cell
13566	13572	GO:0005623	cells;	cell
13566	13572	GO:0005623	cells;	cell
13719	13725	GO:0097612	sulcus	dinoflagellate sulcus
14005	14010	GO:0005623	cells	cell
14116	14122	GO:0005623	cells,	cell
14609	14614	GO:0005623	cells	cell
14609	14614	GO:0005623	cells	cell
14609	14614	GO:0005623	cells	cell
14609	14614	GO:0005623	cells	cell
14717	14724	GO:0003675	protein	obsolete protein
14739	14747	GO:0016020	membrane	membrane
15101	15111	GO:0016020	membranes.	membrane
15152	15163	GO:0032502	development	developmental process
16044	16051	GO:0007605	hearing	sensory perception of sound
16903	16915	GO:0043473	pigmentation	pigmentation
16903	16915	GO:0043473	pigmentation	pigmentation
17053	17057	GO:0097683	apex	dinoflagellate apex
17155	17167	GO:0043473	Pigmentation	pigmentation
17268	17275	GO:0042603	capsule	capsule
17753	17758	GO:0005623	cells	cell
17753	17758	GO:0005623	cells	cell
17753	17758	GO:0005623	cells	cell
17753	17758	GO:0005623	cells	cell
17753	17758	GO:0005623	cells	cell
17821	17834	GO:0005921	gap junctions	gap junction
17918	17927	GO:0006810	transport	transport
18377	18390	GO:0043473	pigmentation.	pigmentation
18377	18389	GO:0043473	pigmentation	pigmentation
18391	18403	GO:0043473	Pigmentation	pigmentation
19837	19842	GO:0005623	cells	cell
19837	19842	GO:0005623	cells	cell
20382	20387	GO:0034023	pure,	5-(carboxyamino)imidazole ribonucleotide mutase activity
21473	21478	GO:0005623	cells	cell
21517	21524	GO:0003675	protein	obsolete protein
21517	21524	GO:0003675	protein	obsolete protein
21852	21872	GO:0008104	Protein localization	protein localization
22254	22260	GO:0005623	cells.	cell
22836	22841	GO:0005623	cells	cell
23514	23521	GO:0031941	F-actin	filamentous actin
23980	23986	GO:0097612	sulcus	dinoflagellate sulcus
23980	23986	GO:0097612	sulcus	dinoflagellate sulcus
24977	24993	GO:0048770	pigment granules	pigment granule
25261	25273	GO:0043473	pigmentation	pigmentation
25261	25273	GO:0043473	pigmentation	pigmentation
25757	25769	GO:0043473	pigmentation	pigmentation
