StartIndex	EndIndex	GO:ID	Term	OntoTerm
1488	1495	GO:0005488	binding	binding
2868	2873	GO:0030315	triad	T-tubule
8311	8317	GO:0030315	triad.	T-tubule
9060	9067	GO:0003675	protein	obsolete protein
9136	9141	GO:0005488	bound	binding
9247	9260	GO:0044214	transmembrane	spanning component of plasma membrane
9261	9267	GO:0043495	anchor	protein anchor
11130	11137	GO:0003675	protein	obsolete protein
11516	11522	GO:0048788	Ribbon	cytoskeleton of presynaptic active zone
11622	11626	GO:0019013	core	viral nucleocapsid
11909	11916	GO:0005488	binding	binding
15002	15010	GO:0003675	protein.	obsolete protein
15002	15009	GO:0003675	protein	obsolete protein
15143	15152	GO:0003675	proteins,	obsolete protein
15143	15152	GO:0003675	proteins,	obsolete protein
15387	15394	GO:0043495	anchors	protein anchor
16144	16165	GO:0034701	tripeptidase activity	tripeptidase activity
16681	16689	GO:0003675	protein.	obsolete protein
17244	17252	GO:0045292	splices.	mRNA cis splicing, via spliceosome
18141	18152	GO:0032502	development	developmental process
18594	18601	GO:0051235	storage	maintenance of location
18620	18624	GO:0005623	cell	cell
18752	18765	GO:0016467	ATP synthase,	obsolete hydrogen-translocating F-type ATPase activity
18771	18778	GO:0003675	protein	obsolete protein
19422	19429	GO:0005488	binding	binding
20219	20227	GO:0005202	collagen	obsolete collagen
20432	20439	GO:0003675	protein	obsolete protein
20715	20737	GO:0051405	collagenase activity),	obsolete microbial collagenase activity
21671	21678	GO:0005488	binding	binding
22305	22313	GO:0003675	proteins	obsolete protein
22374	22378	GO:0019013	core	viral nucleocapsid
22585	22592	GO:0003675	Protein	obsolete protein
22972	22980	GO:0003675	proteins	obsolete protein
23414	23423	GO:0003675	proteins,	obsolete protein
23505	23509	GO:0019013	core	viral nucleocapsid
23505	23509	GO:0019013	core	viral nucleocapsid
23807	23816	GO:0003675	proteins.	obsolete protein
24204	24211	GO:0003675	protein	obsolete protein
24596	24600	GO:0019013	core	viral nucleocapsid
24624	24632	GO:0003675	protein,	obsolete protein
24624	24632	GO:0003675	protein,	obsolete protein
