StartIndex	EndIndex	GO:ID	Term	OntoTerm
13	21	GO:0003675	proteins	obsolete protein
150	157	GO:0003675	protein	obsolete protein
163	178	GO:0006351	transcriptional	transcription, DNA-templated
232	244	GO:0032502	development.	developmental process
418	427	GO:0003675	proteins,	obsolete protein
418	426	GO:0003675	proteins	obsolete protein
621	629	GO:0003675	protein.	obsolete protein
621	628	GO:0003675	protein	obsolete protein
621	628	GO:0003675	protein	obsolete protein
713	721	GO:0003675	proteins	obsolete protein
713	721	GO:0003675	proteins	obsolete protein
886	907	GO:0014069	post-synaptic density	postsynaptic density
934	940	GO:0003777	dynein	microtubule motor activity
1364	1379	GO:0006351	transcriptional	transcription, DNA-templated
1543	1550	GO:0003675	protein	obsolete protein
1597	1612	GO:0006351	transcriptional	transcription, DNA-templated
1670	1681	GO:0032502	development	developmental process
1809	1818	GO:0009058	formation	biosynthetic process
2167	2184	GO:0007420	brain development	brain development
2357	2370	GO:0007411	axon guidance	axon guidance
2421	2439	GO:0001764	neuronal migration	neuron migration
2521	2538	GO:0007420	brain development	brain development
3053	3061	GO:0003675	proteins	obsolete protein
3053	3060	GO:0003675	protein	obsolete protein
3434	3449	GO:0006351	transcriptional	transcription, DNA-templated
3772	3796	GO:0032502	developmental processes,	developmental process
3772	3783	GO:0032502	development	developmental process
4640	4648	GO:0003675	proteins	obsolete protein
4640	4648	GO:0003675	proteins	obsolete protein
4741	4751	GO:0065007	regulatory	biological regulation
5006	5017	GO:0032502	development	developmental process
5219	5227	GO:0003675	proteins	obsolete protein
5219	5227	GO:0003675	proteins	obsolete protein
5410	5418	GO:0003675	protein.	obsolete protein
5858	5866	GO:0003675	protein.	obsolete protein
6834	6841	GO:0003675	protein	obsolete protein
8094	8101	GO:0003675	protein	obsolete protein
8306	8317	GO:0003677	DNA binding	DNA binding
9065	9072	GO:0003675	protein	obsolete protein
9506	9527	GO:0014069	post-synaptic density	postsynaptic density
9534	9542	GO:0003675	proteins	obsolete protein
9534	9542	GO:0003675	proteins	obsolete protein
9534	9541	GO:0003675	protein	obsolete protein
9534	9542	GO:0003675	proteins	obsolete protein
9581	9599	GO:0043234	protein complexes,	protein complex
9600	9606	GO:0003777	dynein	microtubule motor activity
9652	9665	GO:0005622	intracellular	intracellular
9694	9704	GO:0043226	organelles	organelle
10840	10846	GO:0031672	band),	A band
11109	11114	GO:0031672	bands	A band
11301	11309	GO:0003675	proteins	obsolete protein
11463	11471	GO:0003675	proteins	obsolete protein
11463	11471	GO:0003675	proteins	obsolete protein
15728	15735	GO:0003675	protein	obsolete protein
16892	16899	GO:0003675	protein	obsolete protein
17571	17578	GO:0003675	protein	obsolete protein
18587	18592	GO:0005488	binds	binding
18714	18727	GO:0005622	intracellular	intracellular
18728	18736	GO:0031982	vesicles	vesicle
18788	18796	GO:0003675	proteins	obsolete protein
18788	18796	GO:0003675	proteins	obsolete protein
18788	18796	GO:0003675	proteins	obsolete protein
18877	18887	GO:0023052	signalling	signaling
19050	19063	GO:0007411	axon guidance	axon guidance
