StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
297	304	GO:0003675	protein	PROTEIN	SYN
532	543	GO:0016791	phosphatase	PHOSPHATASE	SYN
744	751	GO:0003675	protein	PROTEIN	SYN
859	863	GO:0005623	cell	CELL	PREF
924	931	GO:0003675	protein	PROTEIN	SYN
971	978	GO:0003675	protein	PROTEIN	SYN
1114	1121	GO:0003675	protein	PROTEIN	SYN
2315	2326	GO:0006280	mutagenesis	MUTAGENESIS	SYN
2571	2582	GO:0032502	development	DEVELOPMENT	SYN
2618	2625	GO:0003675	protein	PROTEIN	SYN
2764	2775	GO:0016791	phosphatase	PHOSPHATASE	SYN
3022	3029	GO:0003675	protein	PROTEIN	SYN
3060	3067	GO:0003675	protein	PROTEIN	SYN
3313	3320	GO:0003675	protein	PROTEIN	SYN
3746	3750	GO:0005623	cell	CELL	PREF
3900	3915	GO:0016032	viral infection	VIRAL INFECTION	SYN
4340	4344	GO:0005623	cell	CELL	PREF
4425	4432	GO:0003675	Protein	PROTEIN	SYN
4472	4479	GO:0003675	Protein	PROTEIN	SYN
4798	4809	GO:0006412	translation	TRANSLATION	PREF
5086	5093	GO:0003675	protein	PROTEIN	SYN
5269	5276	GO:0003675	protein	PROTEIN	SYN
5543	5550	GO:0003675	protein	PROTEIN	SYN
5678	5685	GO:0003675	protein	PROTEIN	SYN
5723	5727	GO:0005623	cell	CELL	PREF
6353	6357	GO:0005623	cell	CELL	PREF
6449	6456	GO:0005819	spindle	SPINDLE	PREF
6713	6722	GO:0005737	cytoplasm	CYTOPLASM	PREF
7049	7061	GO:0051179	localization	LOCALIZATION	PREF
7935	7939	GO:0005623	cell	CELL	PREF
7994	7998	GO:0005623	cell	CELL	PREF
8139	8146	GO:0003675	protein	PROTEIN	SYN
8235	8242	GO:0003675	protein	PROTEIN	SYN
8391	8404	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
8391	8404	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
8391	8404	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
8592	8607	GO:0010467	gene expression	GENE EXPRESSION	PREF
10871	10875	GO:0005623	cell	CELL	PREF
11259	11263	GO:0005623	cell	CELL	PREF
11293	11297	GO:0005623	cell	CELL	PREF
12141	12144	GO:0047221	FPs	FPS	SYN
14211	14215	GO:0060417	yolk	YOLK	PREF
14216	14219	GO:0071173	sac	SAC	SYN
14216	14219	GO:0035003	sac	SAC	SYN
14273	14277	GO:0060417	yolk	YOLK	PREF
14278	14281	GO:0071173	sac	SAC	SYN
14278	14281	GO:0035003	sac	SAC	SYN
14409	14416	GO:0031430	midline	MIDLINE	SYN
16431	16435	GO:0005623	cell	CELL	PREF
18779	18782	GO:0004069	AAT	AAT	SYN
18825	18828	GO:0004069	AAT	AAT	SYN
18853	18856	GO:0005579	TCC	TCC	SYN
18896	18899	GO:0004069	AAT	AAT	SYN
18945	18948	GO:0004069	AAT	AAT	SYN
19030	19041	GO:0006412	translation	TRANSLATION	PREF
19030	19052	GO:0006413	translation initiation	TRANSLATION INITIATION	SYN
19092	19103	GO:0006412	translation	TRANSLATION	PREF
19494	19500	GO:0001524	globin	GLOBIN	SYN
19494	19500	GO:0005344	globin	GLOBIN	SYN
19984	19999	GO:0042493	drug resistance	DRUG RESISTANCE	SYN
19984	19999	GO:0009315	drug resistance	DRUG RESISTANCE	SYN
20497	20501	GO:0005623	cell	CELL	PREF
20771	20775	GO:0005623	cell	CELL	PREF
22155	22162	GO:0003675	protein	PROTEIN	SYN
22335	22338	GO:0005802	TgN	TGN	SYN
22383	22386	GO:0005802	TgN	TGN	SYN
