StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
67	75	GO:0007612	learning	LEARNING	PREF
147	156	GO:0023052	signaling	SIGNALING	PREF
443	452	GO:0023052	signaling	SIGNALING	PREF
727	736	GO:0023052	signaling	SIGNALING	PREF
777	785	GO:0007612	learning	LEARNING	PREF
1102	1110	GO:0007612	learning	LEARNING	PREF
1988	1997	GO:0007608	olfaction	OLFACTION	SYN
2305	2314	GO:0023052	signaling	SIGNALING	PREF
2405	2413	GO:0007612	learning	LEARNING	PREF
2536	2544	GO:0007612	learning	LEARNING	PREF
2524	2544	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
3137	3145	GO:0007610	behavior	BEHAVIOR	PREF
3307	3315	GO:0007612	learning	LEARNING	PREF
3295	3315	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
3594	3602	GO:0007612	learning	LEARNING	PREF
3582	3602	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
3788	3797	GO:0023052	signaling	SIGNALING	PREF
4057	4066	GO:0009058	formation	FORMATION	SYN
4100	4109	GO:0023052	signaling	SIGNALING	PREF
4173	4180	GO:0003675	protein	PROTEIN	SYN
4587	4595	GO:0007612	learning	LEARNING	PREF
4575	4595	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
4902	4911	GO:0023052	signaling	SIGNALING	PREF
5039	5047	GO:0007612	learning	LEARNING	PREF
5027	5047	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
5094	5103	GO:0023052	signaling	SIGNALING	PREF
5138	5146	GO:0007612	learning	LEARNING	PREF
5126	5146	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
5217	5226	GO:0023052	signaling	SIGNALING	PREF
5273	5281	GO:0007612	learning	LEARNING	PREF
5261	5281	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
5383	5391	GO:0007612	learning	LEARNING	PREF
5371	5391	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
5608	5616	GO:0007612	learning	LEARNING	PREF
5646	5654	GO:0007610	behavior	BEHAVIOR	PREF
5749	5757	GO:0007612	learning	LEARNING	PREF
5737	5757	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
5964	5972	GO:0007612	learning	LEARNING	PREF
6143	6152	GO:0023052	signaling	SIGNALING	PREF
6234	6242	GO:0007612	learning	LEARNING	PREF
6375	6384	GO:0023052	signaling	SIGNALING	PREF
6397	6405	GO:0007612	learning	LEARNING	PREF
6442	6450	GO:0007612	learning	LEARNING	PREF
6567	6575	GO:0007612	learning	LEARNING	PREF
6555	6575	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
6646	6654	GO:0007612	learning	LEARNING	PREF
6691	6699	GO:0007612	learning	LEARNING	PREF
6948	6956	GO:0007612	learning	LEARNING	PREF
7253	7261	GO:0007610	behavior	BEHAVIOR	PREF
7360	7369	GO:0023052	signaling	SIGNALING	PREF
7409	7417	GO:0007612	learning	LEARNING	PREF
7529	7538	GO:0023052	signaling	SIGNALING	PREF
7579	7587	GO:0007612	learning	LEARNING	PREF
7773	7781	GO:0007612	learning	LEARNING	PREF
7829	7847	GO:0050893	sensory processing	SENSORY PROCESSING	PREF
7862	7870	GO:0007612	learning	LEARNING	PREF
7922	7931	GO:0023052	signaling	SIGNALING	PREF
9561	9569	GO:0007610	behavior	BEHAVIOR	PREF
9711	9719	GO:0007612	learning	LEARNING	PREF
11771	11780	GO:0023052	signaling	SIGNALING	PREF
11831	11839	GO:0007612	learning	LEARNING	PREF
11892	11900	GO:0007612	learning	LEARNING	PREF
11969	11977	GO:0007610	behavior	BEHAVIOR	PREF
12261	12270	GO:0023052	signaling	SIGNALING	PREF
12492	12501	GO:0023052	signaling	SIGNALING	PREF
12565	12573	GO:0007612	learning	LEARNING	PREF
12635	12644	GO:0023052	signaling	SIGNALING	PREF
13000	13008	GO:0007612	learning	LEARNING	PREF
13380	13388	GO:0007612	learning	LEARNING	PREF
13368	13388	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
13490	13498	GO:0007612	learning	LEARNING	PREF
13478	13498	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
13600	13608	GO:0007612	learning	LEARNING	PREF
13822	13830	GO:0007612	learning	LEARNING	PREF
13810	13830	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
13903	13911	GO:0007612	learning	LEARNING	PREF
14175	14184	GO:0023052	signaling	SIGNALING	PREF
14257	14266	GO:0023052	signaling	SIGNALING	PREF
14295	14303	GO:0007612	learning	LEARNING	PREF
14406	14416	GO:0040011	locomotion	LOCOMOTION	PREF
14421	14429	GO:0007612	learning	LEARNING	PREF
14512	14521	GO:0023052	signaling	SIGNALING	PREF
14560	14568	GO:0007612	learning	LEARNING	PREF
14844	14852	GO:0007612	learning	LEARNING	PREF
14832	14852	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
14997	15005	GO:0007610	behavior	BEHAVIOR	PREF
14991	15005	GO:0061744	motor behavior	MOTOR BEHAVIOR	PREF
15066	15074	GO:0007612	learning	LEARNING	PREF
15165	15173	GO:0007612	learning	LEARNING	PREF
15153	15173	GO:0008306	associative learning	ASSOCIATIVE LEARNING	PREF
15200	15208	GO:0007610	behavior	BEHAVIOR	PREF
15194	15208	GO:0061744	motor behavior	MOTOR BEHAVIOR	PREF
