StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
151	157	GO:0007601	vision	VISION	SYN
286	301	GO:0010467	gene expression	GENE EXPRESSION	PREF
618	631	GO:0006351	transcription	TRANSCRIPTION	SYN
618	638	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
961	965	GO:0005623	cell	CELL	PREF
1292	1311	GO:0005977	glycogen metabolism	GLYCOGEN METABOLISM	SYN
1301	1311	GO:0008152	metabolism	METABOLISM	SYN
1521	1525	GO:0005623	cell	CELL	PREF
1765	1771	GO:0007601	Vision	VISION	SYN
1944	1948	GO:0005623	cell	CELL	PREF
2125	2131	GO:0007601	vision	VISION	SYN
2165	2171	GO:0007601	vision	VISION	SYN
2764	2770	GO:0007601	vision	VISION	SYN
3011	3017	GO:0007601	vision	VISION	SYN
3267	3282	GO:1990603	dark adaptation	DARK ADAPTATION	PREF
3423	3436	GO:0006351	transcription	TRANSCRIPTION	SYN
3423	3443	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
4246	4251	GO:0007602	opsin	OPSIN	SYN
4246	4251	GO:0016918	opsin	OPSIN	SYN
4246	4251	GO:0046876	opsin	OPSIN	SYN
4246	4251	GO:0009881	opsin	OPSIN	SYN
4246	4251	GO:0015053	opsin	OPSIN	SYN
4595	4604	GO:0009058	formation	FORMATION	SYN
4658	4662	GO:0005623	cell	CELL	PREF
4989	4998	GO:0009058	formation	FORMATION	SYN
5061	5076	GO:1990603	dark adaptation	DARK ADAPTATION	PREF
5183	5187	GO:0005623	cell	CELL	PREF
5937	5941	GO:0005623	cell	CELL	PREF
6016	6026	GO:0065007	Regulation	REGULATION	SYN
6704	6714	GO:0065007	regulation	REGULATION	SYN
7006	7023	GO:0007602	phototransduction	PHOTOTRANSDUCTION	PREF
7064	7081	GO:0008081	phosphodiesterase	PHOSPHODIESTERASE	SYN
7733	7748	GO:0010467	gene expression	GENE EXPRESSION	PREF
8664	8679	GO:0010467	gene expression	GENE EXPRESSION	PREF
8716	8731	GO:0010467	gene expression	GENE EXPRESSION	PREF
8984	8999	GO:0010467	gene expression	GENE EXPRESSION	PREF
9677	9681	GO:0005623	cell	CELL	PREF
9799	9803	GO:0005623	cell	CELL	PREF
9840	9844	GO:0005623	cell	CELL	PREF
9910	9915	GO:0007602	opsin	OPSIN	SYN
9910	9915	GO:0016918	opsin	OPSIN	SYN
9910	9915	GO:0046876	opsin	OPSIN	SYN
9910	9915	GO:0009881	opsin	OPSIN	SYN
9910	9915	GO:0015053	opsin	OPSIN	SYN
9989	9994	GO:0007602	opsin	OPSIN	SYN
9989	9994	GO:0016918	opsin	OPSIN	SYN
9989	9994	GO:0046876	opsin	OPSIN	SYN
9989	9994	GO:0009881	opsin	OPSIN	SYN
9989	9994	GO:0015053	opsin	OPSIN	SYN
10285	10290	GO:0007602	opsin	OPSIN	SYN
10285	10290	GO:0016918	opsin	OPSIN	SYN
10285	10290	GO:0046876	opsin	OPSIN	SYN
10285	10290	GO:0009881	opsin	OPSIN	SYN
10285	10290	GO:0015053	opsin	OPSIN	SYN
10480	10488	GO:0019815	antibody	ANTIBODY	SYN
10480	10488	GO:0042571	antibody	ANTIBODY	SYN
10480	10488	GO:0003823	antibody	ANTIBODY	SYN
10651	10656	GO:0007602	opsin	OPSIN	SYN
10651	10656	GO:0016918	opsin	OPSIN	SYN
10651	10656	GO:0046876	opsin	OPSIN	SYN
10651	10656	GO:0009881	opsin	OPSIN	SYN
10651	10656	GO:0015053	opsin	OPSIN	SYN
11177	11185	GO:0019815	antibody	ANTIBODY	SYN
11177	11185	GO:0042571	antibody	ANTIBODY	SYN
11177	11185	GO:0003823	antibody	ANTIBODY	SYN
11201	11206	GO:0007602	opsin	OPSIN	SYN
11201	11206	GO:0016918	opsin	OPSIN	SYN
11201	11206	GO:0046876	opsin	OPSIN	SYN
11201	11206	GO:0009881	opsin	OPSIN	SYN
11201	11206	GO:0015053	opsin	OPSIN	SYN
11300	11305	GO:0007602	opsin	OPSIN	SYN
11300	11305	GO:0016918	opsin	OPSIN	SYN
11300	11305	GO:0046876	opsin	OPSIN	SYN
11300	11305	GO:0009881	opsin	OPSIN	SYN
11300	11305	GO:0015053	opsin	OPSIN	SYN
12369	12381	GO:0051179	localization	LOCALIZATION	PREF
12410	12437	GO:0001917	photoreceptor inner segment	PHOTORECEPTOR INNER SEGMENT	PREF
12467	12479	GO:0051179	localization	LOCALIZATION	PREF
12676	12688	GO:0051179	localization	LOCALIZATION	PREF
13007	13019	GO:0051179	localization	LOCALIZATION	PREF
14006	14018	GO:0051179	localization	LOCALIZATION	PREF
14290	14300	GO:0008152	metabolism	METABOLISM	SYN
14282	14300	GO:0006006	glucose metabolism	GLUCOSE METABOLISM	SYN
14329	14339	GO:0008152	metabolism	METABOLISM	SYN
14318	14339	GO:0006631	fatty acid metabolism	FATTY ACID METABOLISM	SYN
14350	14353	GO:0005574	DNA	DNA	SYN
14350	14360	GO:0006281	DNA repair	DNA REPAIR	PREF
14370	14374	GO:0005623	cell	CELL	PREF
14370	14380	GO:0007049	cell cycle	CELL CYCLE	PREF
14381	14391	GO:0005694	chromosome	CHROMOSOME	PREF
14381	14403	GO:0007059	chromosome segregation	CHROMOSOME SEGREGATION	PREF
14515	14524	GO:0009058	formation	FORMATION	SYN
14507	14524	GO:0032475	otolith formation	OTOLITH FORMATION	PREF
14701	14716	GO:0010467	gene expression	GENE EXPRESSION	PREF
15865	15870	GO:0007602	Opsin	OPSIN	SYN
15865	15870	GO:0016918	Opsin	OPSIN	SYN
15865	15870	GO:0046876	Opsin	OPSIN	SYN
15865	15870	GO:0009881	Opsin	OPSIN	SYN
15865	15870	GO:0015053	Opsin	OPSIN	SYN
16072	16077	GO:0007602	opsin	OPSIN	SYN
16072	16077	GO:0016918	opsin	OPSIN	SYN
16072	16077	GO:0046876	opsin	OPSIN	SYN
16072	16077	GO:0009881	opsin	OPSIN	SYN
16072	16077	GO:0015053	opsin	OPSIN	SYN
16237	16242	GO:0007602	opsin	OPSIN	SYN
16237	16242	GO:0016918	opsin	OPSIN	SYN
16237	16242	GO:0046876	opsin	OPSIN	SYN
16237	16242	GO:0009881	opsin	OPSIN	SYN
16237	16242	GO:0015053	opsin	OPSIN	SYN
16282	16287	GO:0007602	opsin	OPSIN	SYN
16282	16287	GO:0016918	opsin	OPSIN	SYN
16282	16287	GO:0046876	opsin	OPSIN	SYN
16282	16287	GO:0009881	opsin	OPSIN	SYN
16282	16287	GO:0015053	opsin	OPSIN	SYN
16396	16401	GO:0007602	opsin	OPSIN	SYN
16396	16401	GO:0016918	opsin	OPSIN	SYN
16396	16401	GO:0046876	opsin	OPSIN	SYN
16396	16401	GO:0009881	opsin	OPSIN	SYN
16396	16401	GO:0015053	opsin	OPSIN	SYN
16484	16489	GO:0007602	opsin	OPSIN	SYN
16484	16489	GO:0016918	opsin	OPSIN	SYN
16484	16489	GO:0046876	opsin	OPSIN	SYN
16484	16489	GO:0009881	opsin	OPSIN	SYN
16484	16489	GO:0015053	opsin	OPSIN	SYN
16775	16779	GO:0005623	cell	CELL	PREF
17008	17011	GO:0070744	P28	P28	SYN
17019	17024	GO:0007602	opsin	OPSIN	SYN
17019	17024	GO:0016918	opsin	OPSIN	SYN
17019	17024	GO:0046876	opsin	OPSIN	SYN
17019	17024	GO:0009881	opsin	OPSIN	SYN
17019	17024	GO:0015053	opsin	OPSIN	SYN
17034	17038	GO:0005623	cell	CELL	PREF
17179	17183	GO:0005623	cell	CELL	PREF
17466	17470	GO:0005623	cell	CELL	PREF
17609	17624	GO:0010467	gene expression	GENE EXPRESSION	PREF
18013	18016	GO:0022623	pan	PAN	SYN
18243	18258	GO:0010467	gene expression	GENE EXPRESSION	PREF
19123	19136	GO:0006351	Transcription	TRANSCRIPTION	SYN
19123	19143	GO:0000982	Transcription Factor	TRANSCRIPTION FACTOR	SYN
19161	19176	GO:0010467	Gene Expression	GENE EXPRESSION	PREF
19219	19232	GO:0006351	transcription	TRANSCRIPTION	SYN
19426	19439	GO:0006351	transcription	TRANSCRIPTION	SYN
19426	19446	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
19671	19684	GO:0006351	transcription	TRANSCRIPTION	SYN
19671	19691	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
20182	20185	GO:0005574	DNA	DNA	SYN
20186	20193	GO:0005488	binding	BINDING	PREF
20198	20204	GO:0005488	ligand	LIGAND	SYN
20205	20212	GO:0005488	binding	BINDING	PREF
20433	20446	GO:0006351	transcription	TRANSCRIPTION	SYN
20903	20907	GO:0005623	cell	CELL	PREF
21077	21081	GO:0005623	cell	CELL	PREF
21341	21345	GO:0005623	Cell	CELL	PREF
21408	21423	GO:0010467	gene expression	GENE EXPRESSION	PREF
21473	21477	GO:0005623	cell	CELL	PREF
21521	21525	GO:0005623	cell	CELL	PREF
21776	21780	GO:0005623	cell	CELL	PREF
21921	21944	GO:0005720	nuclear heterochromatin	NUCLEAR HETEROCHROMATIN	PREF
21929	21944	GO:0000792	heterochromatin	HETEROCHROMATIN	PREF
22071	22082	GO:0000791	euchromatin	EUCHROMATIN	PREF
