StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
124	137	GO:0006351	transcription	TRANSCRIPTION	SYN
124	144	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
268	275	GO:0005488	binding	BINDING	PREF
398	425	GO:1990402	embryonic liver development	EMBRYONIC LIVER DEVELOPMENT	PREF
408	425	GO:0001889	liver development	LIVER DEVELOPMENT	PREF
414	425	GO:0032502	development	DEVELOPMENT	SYN
633	646	GO:0006351	transcription	TRANSCRIPTION	SYN
906	913	GO:0005488	binding	BINDING	PREF
939	946	GO:0003675	protein	PROTEIN	SYN
1275	1282	GO:0003675	protein	PROTEIN	SYN
1501	1514	GO:0006351	transcription	TRANSCRIPTION	SYN
1540	1549	GO:0009058	synthesis	SYNTHESIS	SYN
1554	1566	GO:0031099	regeneration	REGENERATION	PREF
1593	1600	GO:0005488	binding	BINDING	PREF
2234	2245	GO:0042592	homeostasis	HOMEOSTASIS	SYN
2250	2264	GO:0098754	detoxification	DETOXIFICATION	PREF
2394	2397	GO:0043834	Mt1	MT1	SYN
2394	2397	GO:0047152	Mt1	MT1	SYN
2394	2397	GO:0043791	Mt1	MT1	SYN
2459	2462	GO:0043834	Mt1	MT1	SYN
2459	2462	GO:0047152	Mt1	MT1	SYN
2459	2462	GO:0043791	Mt1	MT1	SYN
2467	2470	GO:0043851	Mt2	MT2	SYN
2467	2470	GO:0043833	Mt2	MT2	SYN
2503	2516	GO:0006351	transcription	TRANSCRIPTION	SYN
2503	2523	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
2558	2565	GO:0003675	protein	PROTEIN	SYN
2594	2597	GO:0005574	DNA	DNA	SYN
2647	2651	GO:0019013	core	CORE	SYN
3204	3219	GO:0005886	plasma membrane	PLASMA MEMBRANE	PREF
3211	3219	GO:0016020	membrane	MEMBRANE	PREF
3315	3321	GO:0040007	growth	GROWTH	PREF
3351	3358	GO:0003675	protein	PROTEIN	SYN
3387	3393	GO:0040007	growth	GROWTH	PREF
3366	3400	GO:0005172	vascular endothelial growth factor	VASCULAR ENDOTHELIAL GROWTH FACTOR	SYN
3460	3471	GO:0032502	development	DEVELOPMENT	SYN
3533	3546	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
3533	3546	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
3533	3546	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
3652	3660	GO:0001906	necrosis	NECROSIS	SYN
3652	3660	GO:0070265	necrosis	NECROSIS	SYN
3652	3660	GO:0008219	necrosis	NECROSIS	SYN
