StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29	38	GO:0023052	signaling	SIGNALING	PREF
52	70	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
59	70	GO:0032502	development	DEVELOPMENT	SYN
185	198	GO:0006351	transcription	TRANSCRIPTION	SYN
185	205	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
185	213	GO:0005667	transcription factor complex	TRANSCRIPTION FACTOR COMPLEX	PREF
231	240	GO:0023052	signaling	SIGNALING	PREF
311	320	GO:0023052	signaling	SIGNALING	PREF
324	342	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
331	342	GO:0032502	development	DEVELOPMENT	SYN
506	509	GO:0050175	PHD	PHD	SYN
681	687	GO:0040007	growth	GROWTH	PREF
709	727	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
716	727	GO:0032502	development	DEVELOPMENT	SYN
1015	1024	GO:0023052	signaling	SIGNALING	PREF
1267	1271	GO:0005623	cell	CELL	PREF
1425	1448	GO:0001763	Branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
1435	1448	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
1696	1705	GO:0009058	formation	FORMATION	SYN
1892	1910	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
1899	1910	GO:0032502	development	DEVELOPMENT	SYN
1977	2000	GO:0001763	branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
1987	2000	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
2028	2046	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
2035	2046	GO:0032502	development	DEVELOPMENT	SYN
2325	2334	GO:0023052	signaling	SIGNALING	PREF
2469	2478	GO:0023052	signaling	SIGNALING	PREF
2526	2544	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
2533	2544	GO:0032502	development	DEVELOPMENT	SYN
2634	2647	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
2634	2647	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
2838	2851	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
2838	2851	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
2969	2973	GO:0005623	cell	CELL	PREF
3125	3134	GO:0009058	formation	FORMATION	SYN
3408	3417	GO:0023052	signaling	SIGNALING	PREF
3549	3558	GO:0023052	signaling	SIGNALING	PREF
3615	3624	GO:0009058	formation	FORMATION	SYN
3720	3727	GO:0005634	nucleus	NUCLEUS	PREF
3951	3954	GO:0050175	PHD	PHD	SYN
4051	4063	GO:0051179	localization	LOCALIZATION	PREF
4335	4344	GO:0023052	signaling	SIGNALING	PREF
4363	4374	GO:0032502	development	DEVELOPMENT	SYN
4662	4671	GO:0023052	signaling	SIGNALING	PREF
4679	4697	GO:0001822	kidney development	KIDNEY DEVELOPMENT	PREF
4686	4697	GO:0032502	development	DEVELOPMENT	SYN
4800	4809	GO:0023052	signaling	SIGNALING	PREF
4860	4871	GO:0032502	Development	DEVELOPMENT	SYN
5051	5074	GO:0001763	branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
5061	5074	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
5206	5215	GO:0009058	formation	FORMATION	SYN
5402	5411	GO:0023052	signaling	SIGNALING	PREF
5638	5641	GO:0050175	PHD	PHD	SYN
6076	6079	GO:0050175	PHD	PHD	SYN
6122	6131	GO:0023052	signaling	SIGNALING	PREF
6334	6343	GO:0023052	signaling	SIGNALING	PREF
6394	6405	GO:0032502	development	DEVELOPMENT	SYN
6780	6789	GO:0023052	signaling	SIGNALING	PREF
6828	6834	GO:0040007	growth	GROWTH	PREF
7245	7256	GO:0032502	development	DEVELOPMENT	SYN
7334	7345	GO:0032502	development	DEVELOPMENT	SYN
8375	8387	GO:0051179	localization	LOCALIZATION	PREF
8929	8936	GO:0005634	nucleus	NUCLEUS	PREF
9097	9101	GO:0005623	cell	CELL	PREF
9210	9218	GO:0008014	cadherin	CADHERIN	SYN
9219	9227	GO:0019815	antibody	ANTIBODY	SYN
9219	9227	GO:0042571	antibody	ANTIBODY	SYN
9219	9227	GO:0003823	antibody	ANTIBODY	SYN
9427	9440	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
9427	9440	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
9523	9534	GO:0032502	development	DEVELOPMENT	SYN
9719	9727	GO:0019815	antibody	ANTIBODY	SYN
9719	9727	GO:0042571	antibody	ANTIBODY	SYN
9719	9727	GO:0003823	antibody	ANTIBODY	SYN
9814	9822	GO:0008014	cadherin	CADHERIN	SYN
9989	9995	GO:0005530	lectin	LECTIN	SYN
10413	10419	GO:0005530	lectin	LECTIN	SYN
11134	11147	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
11134	11147	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
11320	11333	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
11320	11333	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
13225	13234	GO:0023052	signaling	SIGNALING	PREF
13311	13320	GO:0023052	signaling	SIGNALING	PREF
13361	13370	GO:0023052	signaling	SIGNALING	PREF
13482	13491	GO:0023052	signaling	SIGNALING	PREF
13692	13701	GO:0023052	signaling	SIGNALING	PREF
13799	13808	GO:0023052	signaling	SIGNALING	PREF
13886	13895	GO:0023052	signaling	SIGNALING	PREF
14009	14018	GO:0023052	signaling	SIGNALING	PREF
14129	14136	GO:0031982	vesicle	VESICLE	PREF
14399	14406	GO:0031982	vesicle	VESICLE	PREF
14691	14700	GO:0023052	signaling	SIGNALING	PREF
15160	15169	GO:0023052	signaling	SIGNALING	PREF
16445	16472	GO:0004565	beta-galactosidase activity	BETA-GALACTOSIDASE ACTIVITY	PREF
16450	16472	GO:0015925	galactosidase activity	GALACTOSIDASE ACTIVITY	PREF
18198	18207	GO:0023052	signaling	SIGNALING	PREF
18657	18666	GO:0023052	signaling	SIGNALING	PREF
19490	19499	GO:0023052	signaling	SIGNALING	PREF
20186	20195	GO:0023052	signaling	SIGNALING	PREF
20813	20822	GO:0023052	signaling	SIGNALING	PREF
21219	21228	GO:0023052	signaling	SIGNALING	PREF
21236	21247	GO:0032502	development	DEVELOPMENT	SYN
22194	22203	GO:0023052	signaling	SIGNALING	PREF
22317	22326	GO:0023052	signaling	SIGNALING	PREF
22441	22450	GO:0023052	signaling	SIGNALING	PREF
22488	22501	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
22488	22501	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
22620	22629	GO:0023052	signaling	SIGNALING	PREF
22787	22796	GO:0023052	signaling	SIGNALING	PREF
22861	22874	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
22861	22874	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
22970	22983	GO:0001822	nephrogenesis	NEPHROGENESIS	SYN
22970	22983	GO:0072006	nephrogenesis	NEPHROGENESIS	SYN
23130	23139	GO:0023052	signaling	SIGNALING	PREF
23289	23304	GO:0010467	gene expression	GENE EXPRESSION	PREF
23392	23407	GO:0010467	gene expression	GENE EXPRESSION	PREF
23501	23510	GO:0023052	signaling	SIGNALING	PREF
24292	24306	GO:0046323	glucose uptake	GLUCOSE UPTAKE	SYN
24300	24306	GO:0098657	uptake	UPTAKE	SYN
24879	24889	GO:0004293	kallikrein	KALLIKREIN	SYN
24879	24889	GO:0003807	kallikrein	KALLIKREIN	SYN
24977	24994	GO:0048771	tissue remodeling	TISSUE REMODELING	PREF
25000	25010	GO:0065007	regulation	REGULATION	SYN
25000	25028	GO:0008217	regulation of blood pressure	REGULATION OF BLOOD PRESSURE	PREF
25203	25214	GO:0032502	development	DEVELOPMENT	SYN
25310	25323	GO:0006351	transcription	TRANSCRIPTION	SYN
25310	25330	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
25347	25357	GO:0065007	regulation	REGULATION	SYN
25467	25490	GO:0001763	branching morphogenesis	BRANCHING MORPHOGENESIS	SYN
25477	25490	GO:0009653	morphogenesis	MORPHOGENESIS	SYN
25764	25774	GO:0065007	regulation	REGULATION	SYN
25944	25950	GO:0016538	cyclin	CYCLIN	SYN
