StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
61	74	GO:0006351	Transcription	TRANSCRIPTION	SYN
61	81	GO:0000982	Transcription Factor	TRANSCRIPTION FACTOR	SYN
82	91	GO:0023052	Signaling	SIGNALING	PREF
111	124	GO:0006351	transcription	TRANSCRIPTION	SYN
422	437	GO:0010467	gene expression	GENE EXPRESSION	PREF
485	507	GO:0030182	neuron differentiation	NEURON DIFFERENTIATION	PREF
652	676	GO:0048468	terminal differentiation	TERMINAL DIFFERENTIATION	SYN
879	892	GO:0006351	transcription	TRANSCRIPTION	SYN
879	899	GO:0000982	transcription factor	TRANSCRIPTION FACTOR	SYN
900	909	GO:0023052	signaling	SIGNALING	PREF
1160	1164	GO:0030424	axon	AXON	PREF
1219	1233	GO:0007416	synaptogenesis	SYNAPTOGENESIS	SYN
1328	1341	GO:0006351	transcription	TRANSCRIPTION	SYN
1364	1368	GO:0005623	cell	CELL	PREF
1430	1434	GO:0005623	cell	CELL	PREF
1430	1440	GO:0007049	cell cycle	CELL CYCLE	PREF
1574	1578	GO:0005623	cell	CELL	PREF
1574	1584	GO:0007049	cell cycle	CELL CYCLE	PREF
2239	2250	GO:0032502	development	DEVELOPMENT	SYN
2299	2311	GO:0005165	neurotrophin	NEUROTROPHIN	SYN
2299	2311	GO:0005163	neurotrophin	NEUROTROPHIN	SYN
2312	2321	GO:0023052	signaling	SIGNALING	PREF
2425	2437	GO:0005165	neurotrophin	NEUROTROPHIN	SYN
2425	2437	GO:0005163	neurotrophin	NEUROTROPHIN	SYN
2438	2447	GO:0023052	signaling	SIGNALING	PREF
2548	2559	GO:0060384	innervation	INNERVATION	PREF
2689	2693	GO:0005623	cell	CELL	PREF
2689	2699	GO:0007049	cell cycle	CELL CYCLE	PREF
2944	2968	GO:0048468	terminal differentiation	TERMINAL DIFFERENTIATION	SYN
3161	3174	GO:0006351	transcription	TRANSCRIPTION	SYN
3427	3439	GO:0005165	neurotrophin	NEUROTROPHIN	SYN
3427	3439	GO:0005163	neurotrophin	NEUROTROPHIN	SYN
