StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
13	22	GO:0023052	Signaling	SIGNALING	PREF
431	446	GO:0010467	gene expression	GENE EXPRESSION	PREF
582	589	GO:0003675	protein	PROTEIN	SYN
790	800	GO:0005694	chromosome	CHROMOSOME	PREF
973	980	GO:0042603	capsule	CAPSULE	PREF
1040	1049	GO:0023052	signaling	SIGNALING	PREF
1059	1070	GO:0032502	development	DEVELOPMENT	SYN
1133	1146	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
1133	1146	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
1133	1146	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
1305	1316	GO:0032502	development	DEVELOPMENT	SYN
1723	1732	GO:0023052	signaling	SIGNALING	PREF
1764	1775	GO:0032502	development	DEVELOPMENT	SYN
1929	1938	GO:0023052	signaling	SIGNALING	PREF
2046	2055	GO:0023052	signaling	SIGNALING	PREF
2882	2891	GO:0009058	formation	FORMATION	SYN
2906	2919	GO:0009792	embryogenesis	EMBRYOGENESIS	SYN
2906	2919	GO:0009793	embryogenesis	EMBRYOGENESIS	SYN
2906	2919	GO:0009790	embryogenesis	EMBRYOGENESIS	SYN
2942	2946	GO:0005623	cell	CELL	PREF
3042	3046	GO:0005623	cell	CELL	PREF
3031	3052	GO:0012501	Programmed cell death	PROGRAMMED CELL DEATH	PREF
3042	3052	GO:0008219	cell death	CELL DEATH	PREF
3148	3152	GO:0005623	cell	CELL	PREF
3188	3192	GO:0005623	cell	CELL	PREF
3580	3589	GO:0023052	signaling	SIGNALING	PREF
3644	3653	GO:0009058	formation	FORMATION	SYN
3902	3909	GO:0003675	protein	PROTEIN	SYN
3935	3944	GO:0023052	signaling	SIGNALING	PREF
4322	4331	GO:0009058	formation	FORMATION	SYN
4402	4411	GO:0009058	formation	FORMATION	SYN
4520	4529	GO:0009058	formation	FORMATION	SYN
4695	4704	GO:0009058	formation	FORMATION	SYN
4782	4791	GO:0023052	signaling	SIGNALING	PREF
4903	4912	GO:0023052	signaling	SIGNALING	PREF
5016	5027	GO:0032502	development	DEVELOPMENT	SYN
5241	5254	GO:0016021	transmembrane	TRANSMEMBRANE	SYN
