StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
52	58	GO:0007613	Memory	MEMORY	PREF
279	287	GO:0007612	learning	LEARNING	PREF
293	299	GO:0007613	memory	MEMORY	PREF
369	387	GO:0042048	olfactory behavior	OLFACTORY BEHAVIOR	PREF
379	387	GO:0007610	behavior	BEHAVIOR	PREF
671	679	GO:0007612	learning	LEARNING	PREF
694	714	GO:0035106	operant conditioning	OPERANT CONDITIONING	PREF
731	737	GO:0007613	memory	MEMORY	PREF
908	914	GO:0007613	memory	MEMORY	PREF
955	961	GO:0007613	memory	MEMORY	PREF
1197	1205	GO:0007610	behavior	BEHAVIOR	PREF
1296	1304	GO:0007612	learning	LEARNING	PREF
1286	1304	GO:0008355	olfactory learning	OLFACTORY LEARNING	PREF
1326	1332	GO:0007613	memory	MEMORY	PREF
1366	1380	GO:0007608	sense of smell	SENSE OF SMELL	SYN
1488	1494	GO:0007613	memory	MEMORY	PREF
1698	1707	GO:0009058	formation	FORMATION	SYN
1712	1719	GO:0051235	storage	STORAGE	SYN
1733	1739	GO:0007613	memory	MEMORY	PREF
1956	1962	GO:0007613	memory	MEMORY	PREF
2148	2154	GO:0007613	memory	MEMORY	PREF
2795	2799	GO:0043336	rest	REST	SYN
3407	3413	GO:0007613	memory	MEMORY	PREF
3437	3441	GO:0033867	fast	FAST	SYN
3453	3470	GO:0007268	neurotransmission	NEUROTRANSMISSION	SYN
3952	3961	GO:0009058	formation	FORMATION	SYN
4274	4278	GO:0046930	pore	PORE	SYN
4325	4328	GO:0005562	RNA	RNA	SYN
4325	4336	GO:0009451	RNA editing	RNA EDITING	SYN
4347	4350	GO:0003904	pre	PRE	SYN
4897	4918	GO:0007268	synaptic transmission	SYNAPTIC TRANSMISSION	PREF
4897	4918	GO:0007268	synaptic transmission	SYNAPTIC TRANSMISSION	SYN
5517	5525	GO:0007610	behavior	BEHAVIOR	PREF
6504	6522	GO:0042048	olfactory behavior	OLFACTORY BEHAVIOR	PREF
6514	6522	GO:0007610	behavior	BEHAVIOR	PREF
6578	6586	GO:0007612	learning	LEARNING	PREF
6568	6586	GO:0008355	olfactory learning	OLFACTORY LEARNING	PREF
6608	6614	GO:0007613	memory	MEMORY	PREF
7067	7076	GO:0007608	olfaction	OLFACTION	SYN
7207	7213	GO:0007613	memory	MEMORY	PREF
7554	7562	GO:0007612	learning	LEARNING	PREF
7584	7590	GO:0007613	memory	MEMORY	PREF
7660	7668	GO:0007612	Learning	LEARNING	PREF
7650	7668	GO:0008355	Olfactory Learning	OLFACTORY LEARNING	PREF
7712	7716	GO:0033867	fast	FAST	SYN
7728	7745	GO:0007268	neurotransmission	NEUROTRANSMISSION	SYN
8103	8106	GO:0003904	pre	PRE	SYN
8107	8119	GO:0016556	mRNA editing	MRNA EDITING	SYN
8196	8204	GO:0045292	splicing	SPLICING	SYN
9696	9704	GO:0007612	learning	LEARNING	PREF
9875	9883	GO:0007612	learning	LEARNING	PREF
11004	11012	GO:0007612	learning	LEARNING	PREF
11159	11167	GO:0007612	learning	LEARNING	PREF
11149	11167	GO:0008355	olfactory learning	OLFACTORY LEARNING	PREF
13568	13576	GO:0007612	learning	LEARNING	PREF
13859	13868	GO:0007608	olfaction	OLFACTION	SYN
13974	13985	GO:0046959	habituation	HABITUATION	PREF
14415	14423	GO:0007612	learning	LEARNING	PREF
15638	15646	GO:0007612	learning	LEARNING	PREF
15628	15646	GO:0008355	olfactory learning	OLFACTORY LEARNING	PREF
15728	15737	GO:0007608	olfaction	OLFACTION	SYN
15846	15854	GO:0007612	learning	LEARNING	PREF
15838	15854	GO:0008542	spatial learning	SPATIAL LEARNING	SYN
16137	16151	GO:0007608	sense of smell	SENSE OF SMELL	SYN
16653	16661	GO:0007612	learning	LEARNING	PREF
16643	16661	GO:0008355	olfactory learning	OLFACTORY LEARNING	PREF
16693	16699	GO:0007613	Memory	MEMORY	PREF
16833	16851	GO:0042048	olfactory behavior	OLFACTORY BEHAVIOR	PREF
16843	16851	GO:0007610	behavior	BEHAVIOR	PREF
16920	16926	GO:0007613	memory	MEMORY	PREF
16947	16953	GO:0007613	memory	MEMORY	PREF
17364	17370	GO:0007613	memory	MEMORY	PREF
17453	17459	GO:0007613	memory	MEMORY	PREF
17525	17533	GO:0007612	learning	LEARNING	PREF
17606	17612	GO:0007613	memory	MEMORY	PREF
17766	17772	GO:0007613	memory	MEMORY	PREF
17862	17868	GO:0007613	memory	MEMORY	PREF
18031	18037	GO:0007613	memory	MEMORY	PREF
18102	18108	GO:0007613	memory	MEMORY	PREF
18216	18222	GO:0007613	memory	MEMORY	PREF
18254	18263	GO:0007608	olfaction	OLFACTION	SYN
18361	18369	GO:0007612	learning	LEARNING	PREF
18370	18378	GO:0007610	behavior	BEHAVIOR	PREF
18438	18444	GO:0007613	memory	MEMORY	PREF
18606	18612	GO:0007613	memory	MEMORY	PREF
19008	19016	GO:0019815	antibody	ANTIBODY	SYN
19008	19016	GO:0042571	antibody	ANTIBODY	SYN
19008	19016	GO:0003823	antibody	ANTIBODY	SYN
19352	19358	GO:0007613	memory	MEMORY	PREF
19526	19532	GO:0007613	memory	MEMORY	PREF
19631	19637	GO:0007613	Memory	MEMORY	PREF
19670	19677	GO:0003675	Protein	PROTEIN	SYN
19773	19779	GO:0007613	memory	MEMORY	PREF
19909	19916	GO:0003675	protein	PROTEIN	SYN
19940	19946	GO:0007613	memory	MEMORY	PREF
20005	20011	GO:0007613	memory	MEMORY	PREF
20022	20028	GO:0007613	memory	MEMORY	PREF
20076	20083	GO:0003675	protein	PROTEIN	SYN
20218	20224	GO:0007613	memory	MEMORY	PREF
20394	20401	GO:0003675	protein	PROTEIN	SYN
20416	20422	GO:0007613	memory	MEMORY	PREF
20428	20434	GO:0007613	memory	MEMORY	PREF
20630	20636	GO:0007613	memory	MEMORY	PREF
20705	20712	GO:0003675	protein	PROTEIN	SYN
20808	20815	GO:0003675	protein	PROTEIN	SYN
21022	21030	GO:0007612	learning	LEARNING	PREF
21092	21099	GO:0003675	protein	PROTEIN	SYN
21159	21165	GO:0007613	memory	MEMORY	PREF
21177	21184	GO:0003675	protein	PROTEIN	SYN
21506	21516	GO:0065007	regulation	REGULATION	SYN
21714	21720	GO:0007613	memory	MEMORY	PREF
21834	21842	GO:0007612	learning	LEARNING	PREF
22057	22065	GO:0007612	learning	LEARNING	PREF
22255	22261	GO:0007613	memory	MEMORY	PREF
22277	22285	GO:0007612	learning	LEARNING	PREF
22267	22285	GO:0008355	olfactory learning	OLFACTORY LEARNING	PREF
22364	22370	GO:0007613	Memory	MEMORY	PREF
22651	22657	GO:0007613	memory	MEMORY	PREF
22673	22679	GO:0007613	memory	MEMORY	PREF
22771	22779	GO:0007612	learning	LEARNING	PREF
23062	23069	GO:0003675	protein	PROTEIN	SYN
23322	23328	GO:0007613	memory	MEMORY	PREF
23980	24002	GO:0015925	galactosidase activity	GALACTOSIDASE ACTIVITY	PREF
24361	24367	GO:0007613	memory	MEMORY	PREF
24532	24538	GO:0007613	Memory	MEMORY	PREF
24731	24737	GO:0007613	memory	MEMORY	PREF
24873	24879	GO:0007613	memory	MEMORY	PREF
24969	24975	GO:0007613	memory	MEMORY	PREF
24995	25001	GO:0007613	memory	MEMORY	PREF
25232	25238	GO:0007613	memory	MEMORY	PREF
25541	25547	GO:0007613	memory	MEMORY	PREF
25662	25668	GO:0007613	memory	MEMORY	PREF
25725	25732	GO:0003675	protein	PROTEIN	SYN
